nodes	type
SEMA6D	SelGene
RHOD	SelGene
PLXNA3	SelGene
NTNG1	SelGene
SEMA6A	SelGene
SRGAP3	SelGene
L1CAM	SelGene
CFL2	SelGene
CFL1	SelGene
UNC5A	SelGene
RND1	SelGene
SLIT1	SelGene
SLIT3	SelGene
NTN1	SelGene
LRRC4C	SelGene
SEMA3C	SelGene
SEMA5A	SelGene
DCC	SelGene
UNC5D	SelGene
SRGAP2	SelGene
SEMA6C	SelGene
SEMA6B	SelGene
SEMA3D	SelGene
EPHB4	SelGene
EPHB6	SelGene
SEMA4D	SelGene
SEMA4B	SelGene
SEMA4F	SelGene
EPHB1	SelGene
EPHA8	SelGene
EPHB3	SelGene
EPHB2	SelGene
EFNA4	SelGene
EFNA3	SelGene
EFNB1	SelGene
EFNA5	SelGene
EFNB3	SelGene
EFNB2	SelGene
ABLIM2	SelGene
SRGAP1	SelGene
EFNA2	SelGene
EFNA1	SelGene
DPYSL5	SelGene
SEMA3A	SelGene
UNC5C	SelGene
NRP1	SelGene
SEMA5B	SelGene
SEMA3B	SelGene
SEMA3E	SelGene
DPYSL2	SelGene
LIMK2	SelGene
LIMK1	SelGene
ABLIM1	SelGene
SEMA7A	SelGene
EPHA1	SelGene
NTN4	SelGene
EPHA5	SelGene
EPHA7	SelGene
EPHA3	SelGene
EPHA2	SelGene
EPHA4	SelGene
SEMA4G	SelGene
FES	SelGene
CDK5	SelGene
RGS3	SelGene
FYN	SelGene
EPHA6	SelGene
NTN3	SelGene
SH2D2A	SelGene
PARVA	SelGene
FN1	SelGene
TNN	SelGene
DIAPH1	SelGene
ITGA11	SelGene
PARVG	SelGene
MYL7	SelGene
RELN	SelGene
LAMC2	SelGene
MYL12A	SelGene
LAMB2	SelGene
LAMB3	SelGene
LAMC1	SelGene
LAMA4	SelGene
LAMA5	SelGene
LAMB1	SelGene
LAMB4	SelGene
MYL2	SelGene
MYL5	SelGene
MYL10	SelGene
COL11A1	SelGene
LAMC3	SelGene
COL11A2	SelGene
VWF	SelGene
ZYX	SelGene
IBSP	SelGene
VTN	SelGene
PDGFD	SelGene
ACTN4	SelGene
ACTN1	SelGene
RAPGEF1	SelGene
ACTG1	SelGene
ITGA10	SelGene
ITGA8	SelGene
MYL12B	SelGene
ACTB	SelGene
TNC	SelGene
CAV2	SelGene
CAV1	SelGene
CAV3	SelGene
COL5A3	SelGene
TLN1	SelGene
COL6A2	SelGene
COL6A3	SelGene
COL5A2	SelGene
COL6A1	SelGene
LAMA1	SelGene
ITGA9	SelGene
CHAD	SelGene
ITGA4	SelGene
ITGA3	SelGene
ITGA2B	SelGene
ITGA7	SelGene
ITGA5	SelGene
COL5A1	SelGene
COL4A6	SelGene
COL2A1	SelGene
COL3A1	SelGene
COL4A1	SelGene
PARVB	SelGene
COL4A2	SelGene
COL4A4	SelGene
ITGB3	SelGene
ITGB4	SelGene
VASP	SelGene
ITGB5	SelGene
ITGB6	SelGene
DOCK1	SelGene
ITGB7	SelGene
ITGAV	SelGene
SPP1	SelGene
COL1A1	SelGene
COL1A2	SelGene
TLN2	SelGene
VCL	SelGene
ITGB8	SelGene
ARHGAP5	SelGene
ACTN2	SelGene
ACTN3	SelGene
MYLPF	SelGene
ARHGAP35	SelGene
TNR	SelGene
LAMA3	SelGene
TNXB	SelGene
LAMA2	SelGene
ITGA6	SelGene
ITGA2	SelGene
ITGA1	SelGene
COL6A6	SelGene
CDH5	SelGene
JAM3	SelGene
CDH3	SelGene
NLGN3	SelGene
CDH4	SelGene
CD80	SelGene
NLGN1	SelGene
CD86	SelGene
CD28	SelGene
CD274	SelGene
PDCD1LG2	SelGene
ITGAL	SelGene
NRCAM	SelGene
ITGAM	SelGene
CD34	SelGene
CD276	SelGene
ICOSLG	SelGene
CADM3	SelGene
ICOS	SelGene
SIGLEC1	SelGene
CADM1	SelGene
CLDN20	SelGene
PECAM1	SelGene
CD22	SelGene
SELL	SelGene
VCAM1	SelGene
SELP	SelGene
SPN	SelGene
SELPLG	SelGene
ITGB2	SelGene
CDH2	SelGene
JAM2	SelGene
CTLA4	SelGene
HLA-DRB4	SelGene
CLDN18	SelGene
CD4	SelGene
HLA-DRB5	SelGene
CNTN1	SelGene
NLGN2	SelGene
HLA-DRB3	SelGene
NRXN3	SelGene
ALCAM	SelGene
SELE	SelGene
CD8A	SelGene
CD8B	SelGene
CD6	SelGene
CLDN17	SelGene
MAG	SelGene
VCAN	SelGene
NFASC	SelGene
NRXN1	SelGene
HLA-DPA1	SelGene
HLA-DPB1	SelGene
HLA-DQA2	SelGene
HLA-DQB1	SelGene
NRXN2	SelGene
CD2	SelGene
CLDN16	SelGene
CLDN23	SelGene
MADCAM1	SelGene
SDC2	SelGene
SDC4	SelGene
SDC1	SelGene
OCLN	SelGene
PVR	SelGene
HLA-DRB1	SelGene
NECTIN2	SelGene
CDH1	SelGene
HLA-DRA	SelGene
NECTIN1	SelGene
HLA-DOA	SelGene
HLA-DOB	SelGene
CLDN10	SelGene
ICAM2	SelGene
ICAM3	SelGene
CLDN8	SelGene
CLDN2	SelGene
CLDN6	SelGene
CLDN5	SelGene
CLDN1	SelGene
ICAM1	SelGene
NEO1	SelGene
ESAM	SelGene
HLA-DMB	SelGene
HLA-DMA	SelGene
F11R	SelGene
PDCD1	SelGene
CLDN19	SelGene
PTPRF	SelGene
CLDN15	SelGene
CD226	SelGene
CD99	SelGene
CLDN22	SelGene
CNTNAP2	SelGene
MPZ	SelGene
MPZL1	SelGene
PTPRC	SelGene
NECTIN3	SelGene
NCAM2	SelGene
NCAM1	SelGene
CD58	SelGene
NEGR1	SelGene
CLDN11	SelGene
SDC3	SelGene
CLDN7	SelGene
CLDN4	SelGene
PTPRM	SelGene
CLDN3	SelGene
CNTN2	SelGene
CNTNAP1	SelGene
GLG1	SelGene
CDH15	SelGene
CLDN14	SelGene
NLGN4X	SelGene
CLDN9	SelGene
AFDN	SelGene
SNAI2	SelGene
PTPN6	SelGene
SNAI1	SelGene
WASF2	SelGene
PTPRJ	SelGene
WASF1	SelGene
IQGAP1	SelGene
INSR	SelGene
WASF3	SelGene
CTNNA1	SelGene
PTPRB	SelGene
CTNNA2	SelGene
CTNND1	SelGene
FARP2	SelGene
NECTIN4	SelGene
TJP1	SelGene
SSX2IP	SelGene
YES1	SelGene
FER	SelGene
BAIAP2	SelGene
CTNNA3	SelGene
LMO7	SelGene
ACP1	SelGene
PTPN1	SelGene
PATJ	SelGene
YBX3	SelGene
PPP2R2D	SelGene
MAGI2	SelGene
MPP5	SelGene
TJP3	SelGene
MYH13	SelGene
EPB41L3	SelGene
MYH14	SelGene
MYH1	SelGene
CTTN	SelGene
MYH15	SelGene
CRB3	SelGene
EXOC3	SelGene
LLGL1	SelGene
LLGL2	SelGene
MAGI1	SelGene
VAPA	SelGene
SYMPK	SelGene
IGSF5	SelGene
ASH1L	SelGene
MAGI3	SelGene
MYH3	SelGene
MYH2	SelGene
MYH4	SelGene
MYH7	SelGene
MYH6	SelGene
MYH9	SelGene
MYH8	SelGene
MYH10	SelGene
CASK	SelGene
CGN	SelGene
TJP2	SelGene
MPDZ	SelGene
RAB13	SelGene
TJAP1	SelGene
SPTAN1	SelGene
PPP2R2A	SelGene
PPP2R2B	SelGene
EXOC4	SelGene
RAB3B	SelGene
MYH7B	SelGene
HCLS1	SelGene
AMOTL1	SelGene
PPP2R2C	SelGene
EPB41L2	SelGene
EPB41L1	SelGene
EPB41	SelGene
TUBA1A	SelGene
TUBB4A	SelGene
TUBB4B	SelGene
TUBB3	SelGene
TUBB2A	SelGene
TUBA1B	SelGene
PRKG2	SelGene
TUBA3D	SelGene
GJD2	SelGene
TUBB2B	SelGene
TUBAL3	SelGene
GJA1	SelGene
TUBA3C	SelGene
TUBB8	SelGene
TUBA8	SelGene
TUBA4A	SelGene
TUBA1C	SelGene
TUBB1	SelGene
TUBB6	SelGene
TUBB	SelGene
TUBA3E	SelGene
KNG1	SelGene
FGB	SelGene
PLAT	SelGene
SERPIND1	SelGene
MBL2	SelGene
F3	SelGene
F5	SelGene
SERPINA1	SelGene
PLAUR	SelGene
F7	SelGene
PLAU	SelGene
F10	SelGene
F9	SelGene
TFPI	SelGene
F8	SelGene
KLKB1	SelGene
CR2	SelGene
MASP1	SelGene
C9	SelGene
A2M	SelGene
CR1	SelGene
F12	SelGene
F13A1	SelGene
F11	SelGene
C8A	SelGene
F13B	SelGene
C7	SelGene
C8G	SelGene
C8B	SelGene
CD59	SelGene
SERPINA5	SelGene
FGG	SelGene
CD55	SelGene
C6	SelGene
C5	SelGene
C4BPB	SelGene
C4BPA	SelGene
C4B	SelGene
C4A	SelGene
CFH	SelGene
CFB	SelGene
CPB2	SelGene
CD46	SelGene
PROS1	SelGene
SERPINF2	SelGene
PROC	SelGene
FGA	SelGene
C2	SelGene
SERPINC1	SelGene
C1S	SelGene
C3	SelGene
C1QB	SelGene
CFD	SelGene
C1QA	SelGene
C1R	SelGene
C1QC	SelGene
CFI	SelGene
SERPING1	SelGene
MASP2	SelGene
THBD	SelGene
LNPEP	SelGene
ACE2	SelGene
REN	SelGene
CMA1	SelGene
CTSA	SelGene
THOP1	SelGene
AGT	SelGene
ACE	SelGene
NLN	SelGene
ENPEP	SelGene
CPA3	SelGene
MME	SelGene
TLR9	SelGene
LBP	SelGene
TLR6	SelGene
LY96	SelGene
CTSK	SelGene
IKBKE	SelGene
TLR5	SelGene
TIRAP	SelGene
TRAF3	SelGene
TOLLIP	SelGene
TLR7	SelGene
TLR8	SelGene
TICAM1	SelGene
IRF3	SelGene
TICAM2	SelGene
TBK1	SelGene
TLR3	SelGene
TLR4	SelGene
TLR1	SelGene
TLR2	SelGene
IRF5	SelGene
IRF7	SelGene
TRIP6	SelGene
TAB3	SelGene
RIPK2	SelGene
NOD1	SelGene
CARD6	SelGene
CARD8	SelGene
MEFV	SelGene
ERBIN	SelGene
CASP5	SelGene
NOD2	SelGene
CASP1	SelGene
CARD18	SelGene
TNFAIP3	SelGene
SUGT1	SelGene
PSTPIP1	SelGene
CARD9	SelGene
PYDC1	SelGene
HSP90AA1	SelGene
PYCARD	SelGene
NLRC4	SelGene
HSP90B1	SelGene
NLRP3	SelGene
NLRP1	SelGene
NAIP	SelGene
HSP90AB1	SelGene
TRIM25	SelGene
TBKBP1	SelGene
SIKE1	SelGene
ISG15	SelGene
TKFC	SelGene
OTUD5	SelGene
DDX3X	SelGene
IFIH1	SelGene
DDX3Y	SelGene
TANK	SelGene
CYLD	SelGene
DDX58	SelGene
PIN1	SelGene
MAVS	SelGene
DHX58	SelGene
STING1	SelGene
AZI2	SelGene
NLRX1	SelGene
RNF125	SelGene
AIM2	SelGene
TREX1	SelGene
ZBP1	SelGene
RIPK3	SelGene
IL33	SelGene
ADAR	SelGene
STAT4	SelGene
TYK2	SelGene
SOCS5	SelGene
SPRY4	SelGene
JAK1	SelGene
STAT6	SelGene
SPRED1	SelGene
IL13RA2	SelGene
PTPN11	SelGene
SPRED2	SelGene
SOCS2	SelGene
CISH	SelGene
IRF9	SelGene
SPRY2	SelGene
SPRY1	SelGene
SOCS4	SelGene
PIM1	SelGene
SPRY3	SelGene
SOCS7	SelGene
GP1BA	SelGene
GP1BB	SelGene
CD33	SelGene
GP9	SelGene
GP5	SelGene
FCGR1A	SelGene
FCER2	SelGene
GYPA	SelGene
THPO	SelGene
CD19	SelGene
MS4A1	SelGene
CD9	SelGene
CD44	SelGene
CD7	SelGene
CD5	SelGene
CD37	SelGene
CD3D	SelGene
CD3E	SelGene
CD3G	SelGene
CD1B	SelGene
CD1C	SelGene
CD1D	SelGene
CD1E	SelGene
CD1A	SelGene
ZAP70	SelGene
FCER1G	SelGene
SH2D1B	SelGene
PRF1	SelGene
GZMB	SelGene
FCGR3B	SelGene
RAET1E	SelGene
ULBP3	SelGene
FCGR3A	SelGene
NCR1	SelGene
HCST	SelGene
NCR2	SelGene
CD247	SelGene
RAET1L	SelGene
LCP2	SelGene
KLRK1	SelGene
LCK	SelGene
KLRC3	SelGene
KLRD1	SelGene
KLRC1	SelGene
KLRC2	SelGene
RAET1G	SelGene
SH3BP2	SelGene
KIR2DS5	SelGene
KIR3DL1	SelGene
KIR3DL2	SelGene
TYROBP	SelGene
KIR2DL5A	SelGene
KIR2DL1	SelGene
KIR2DS4	SelGene
CD48	SelGene
KIR2DS3	SelGene
LAT	SelGene
KIR2DL4	SelGene
ULBP1	SelGene
KIR2DS1	SelGene
ULBP2	SelGene
KIR2DL2	SelGene
KIR2DL3	SelGene
SYK	SelGene
MICB	SelGene
MICA	SelGene
NCR3	SelGene
CD244	SelGene
SH2D1A	SelGene
MALT1	SelGene
NFKBIE	SelGene
CARD11	SelGene
GRAP2	SelGene
TEC	SelGene
DLG1	SelGene
BCL10	SelGene
INPP5D	SelGene
DAPP1	SelGene
CD72	SelGene
CD79A	SelGene
CD81	SelGene
CD79B	SelGene
FCGR2B	SelGene
IFITM1	SelGene
BTK	SelGene
BLNK	SelGene
PIK3AP1	SelGene
LILRB3	SelGene
MS4A2	SelGene
FCER1A	SelGene
GAB2	SelGene
AMPH	SelGene
ARPC4	SelGene
ARPC5	SelGene
ARPC1B	SelGene
ARPC3	SelGene
SCIN	SelGene
FCGR2A	SelGene
ARPC5L	SelGene
MYO10	SelGene
MARCKS	SelGene
PLA2G4F	SelGene
ARPC2	SelGene
MARCKSL1	SelGene
GSN	SelGene
PLPP3	SelGene
PLA2G4D	SelGene
PLPP1	SelGene
PLPP2	SelGene
ARPC1A	SelGene
TXK	SelGene
SIPA1	SelGene
MMP2	SelGene
NCF4	SelGene
MMP9	SelGene
NCF2	SelGene
THY1	SelGene
RAPGEF3	SelGene
EZR	SelGene
RHOH	SelGene
NOX1	SelGene
RASSF5	SelGene
MSN	SelGene
NOX3	SelGene
RAPGEF4	SelGene
CYBA	SelGene
CYBB	SelGene
PIGR	SelGene
AICDA	SelGene
PPP1R1A	SelGene
FRS2	SelGene
SH2B1	SelGene
BEX3	SelGene
SH2B3	SelGene
IRS2	SelGene
SORT1	SelGene
SH2B2	SelGene
ARHGDIA	SelGene
ARHGDIB	SelGene
MAGED1	SelGene
KIDINS220	SelGene
PRDM4	SelGene
IRS1	SelGene
ZNF274	SelGene
IRS4	SelGene
NTRK3	SelGene
CRH	SelGene
PPP1R17	SelGene
GNAO1	SelGene
GNAZ	SelGene
BRK1	SelGene
ENAH	SelGene
SSH2	SelGene
ARHGEF7	SelGene
FGD3	SelGene
PFN1	SelGene
PFN2	SelGene
IQGAP3	SelGene
PIP4K2C	SelGene
ARHGEF4	SelGene
FGD1	SelGene
PFN3	SelGene
PIP4K2A	SelGene
TMSB4Y	SelGene
IQGAP2	SelGene
NCKAP1	SelGene
ABI2	SelGene
ARHGEF6	SelGene
ITGAD	SelGene
ITGAE	SelGene
SLC9A1	SelGene
DIAPH3	SelGene
ITGAX	SelGene
PFN4	SelGene
CYFIP1	SelGene
RDX	SelGene
CYFIP2	SelGene
TMSB4X	SelGene
SSH3	SelGene
INSRR	SelGene
SSH1	SelGene
NCKAP1L	SelGene
DIAPH2	SelGene
GCK	SelGene
PPARGC1A	SelGene
PRKAG2	SelGene
FBP1	SelGene
HK2	SelGene
HK1	SelGene
EXOC7	SelGene
PYGB	SelGene
PYGM	SelGene
ACACB	SelGene
INPP5K	SelGene
PYGL	SelGene
ACACA	SelGene
FLOT2	SelGene
PRKAB2	SelGene
PRKAB1	SelGene
FOXO1	SelGene
G6PC2	SelGene
FLOT1	SelGene
RHOQ	SelGene
PRKAG1	SelGene
SLC2A4	SelGene
FASN	SelGene
GYS1	SelGene
GYS2	SelGene
HK3	SelGene
PRKAG3	SelGene
PPP1R3C	SelGene
PPP1R3A	SelGene
PPP1R3D	SelGene
FBP2	SelGene
LIPE	SelGene
TRIP10	SelGene
PPP1R3B	SelGene
G6PC	SelGene
SREBF1	SelGene
GNRH2	SelGene
GNRH1	SelGene
MMP14	SelGene
TYR	SelGene
CREB3L1	SelGene
CREB3	SelGene
POMC	SelGene
CREB1	SelGene
EDN1	SelGene
CREB3L3	SelGene
DCT	SelGene
CREB3L4	SelGene
ASIP	SelGene
TYRP1	SelGene
CREB3L2	SelGene
MITF	SelGene
NPY	SelGene
SLC2A1	SelGene
ADIPOR2	SelGene
ADIPOR1	SelGene
AGRP	SelGene
CAMKK1	SelGene
CAMKK2	SelGene
MAFA	SelGene
SLC2A2	SelGene
PDX1	SelGene
ABCC8	SelGene
KCNJ11	SelGene
ICA1	SelGene
PTPRN2	SelGene
PTPRN	SelGene
GAD1	SelGene
CPE	SelGene
GAD2	SelGene
NR3C2	SelGene
FXYD4	SelGene
FXYD2	SelGene
SCNN1G	SelGene
SCNN1B	SelGene
SCNN1A	SelGene
ATP1B2	SelGene
KCNJ1	SelGene
ATP1B3	SelGene
ATP1A4	SelGene
ATP1B1	SelGene
HSD11B2	SelGene
HSD11B1	SelGene
SLC9A3R2	SelGene
ATP1A1	SelGene
ATP1A3	SelGene
ATP1A2	SelGene
SGK1	SelGene
ATP1B4	SelGene
UQCR10	SelGene
NAE1	SelGene
NDUFA5	SelGene
NDUFA4	SelGene
EIF2AK3	SelGene
NDUFS7	SelGene
MT-CYB	SelGene
BACE2	SelGene
ATP5PO	SelGene
MT-CO2	SelGene
MT-CO1	SelGene
COX8C	SelGene
MT-CO3	SelGene
COX5B	SelGene
LRP1	SelGene
COX4I1	SelGene
APOE	SelGene
MT-ATP6	SelGene
MT-ATP8	SelGene
ATP5PD	SelGene
NDUFA2	SelGene
NDUFA3	SelGene
NDUFA1	SelGene
HSD17B10	SelGene
UQCRQ	SelGene
ATP5F1D	SelGene
GAPDH	SelGene
ATF6	SelGene
COX7A2L	SelGene
IDE	SelGene
ATP5MC3	SelGene
ATP5MC2	SelGene
ADAM10	SelGene
ATP5MC1	SelGene
ATP5PB	SelGene
ATP5F1E	SelGene
COX5A	SelGene
CDK5R1	SelGene
ERN1	SelGene
UQCRHL	SelGene
ATP5F1A	SelGene
BACE1	SelGene
APBB1	SelGene
ATP5PF	SelGene
SDHA	SelGene
NDUFA4L2	SelGene
COX8A	SelGene
COX7C	SelGene
SDHD	SelGene
SDHB	SelGene
SDHC	SelGene
COX7B	SelGene
COX7A1	SelGene
COX7A2	SelGene
COX6C	SelGene
ATP5F1B	SelGene
COX6B1	SelGene
ATP5F1C	SelGene
COX7B2	SelGene
UQCRB	SelGene
COX6A2	SelGene
COX6A1	SelGene
UQCRH	SelGene
UQCRFS1	SelGene
UQCRC2	SelGene
UQCRC1	SelGene
NDUFB3	SelGene
NDUFB1	SelGene
NDUFB2	SelGene
NDUFA10	SelGene
NDUFAB1	SelGene
NDUFA9	SelGene
NDUFA7	SelGene
NDUFA8	SelGene
UQCR11	SelGene
NDUFA6	SelGene
NDUFV3	SelGene
COX6B2	SelGene
COX4I2	SelGene
SNCA	SelGene
NDUFB10	SelGene
NDUFS8	SelGene
NDUFC1	SelGene
NDUFC2	SelGene
NDUFS1	SelGene
NDUFV2	SelGene
NDUFB6	SelGene
NDUFS4	SelGene
NDUFB7	SelGene
NDUFV1	SelGene
NDUFB8	SelGene
NDUFS6	SelGene
NDUFB9	SelGene
NDUFS5	SelGene
NDUFS2	SelGene
NDUFB4	SelGene
NDUFS3	SelGene
APP	SelGene
NDUFB5	SelGene
CYC1	SelGene
ALS2	SelGene
CCS	SelGene
TOMM40L	SelGene
NEFM	SelGene
SLC1A2	SelGene
NEFH	SelGene
NEFL	SelGene
PRPH2	SelGene
PRPH	SelGene
DERL1	SelGene
TOMM40	SelGene
NRF1	SelGene
DCTN2	SelGene
DNALI1	SelGene
HIP1	SelGene
DCTN4	SelGene
DNAI1	SelGene
DNAH1	SelGene
DNAH2	SelGene
RCOR1	SelGene
TGM2	SelGene
DCTN1	SelGene
DNAL1	SelGene
DNAL4	SelGene
DNAI2	SelGene
IFT57	SelGene
TFAM	SelGene
HAP1	SelGene
REST	SelGene
CREB5	SelGene
SIN3A	SelGene
DLG4	SelGene
DNAH3	SelGene
HTT	SelGene
EGR1	SelGene
STIP1	SelGene
HSPA5	SelGene
PRNP	SelGene
ATP6V1G1	SelGene
ATP6V0A1	SelGene
ATP6V1G2	SelGene
ATP6V0B	SelGene
ATP6V1G3	SelGene
ATP6AP1	SelGene
ATP6V1F	SelGene
ATP6V0A4	SelGene
ATP6V0A2	SelGene
ATP6V0D1	SelGene
ATP6V0E2	SelGene
ATP6V1H	SelGene
ATP6V1E2	SelGene
PTPRZ1	SelGene
ATP6V0D2	SelGene
ATP6V0E1	SelGene
ATP6V1C2	SelGene
TCIRG1	SelGene
ATP6V1D	SelGene
ATP6V1A	SelGene
ATP6V1E1	SelGene
ATP6V1B2	SelGene
ATP6V1B1	SelGene
ATP6V1C1	SelGene
ATP6V0C	SelGene
KRT18	SelGene
NCL	SelGene
ARHGEF2	SelGene
TFG	SelGene
BIRC5	SelGene
JUP	SelGene
ARNT	SelGene
TPR	SelGene
TPM3	SelGene
CCDC6	SelGene
NCOA4	SelGene
TRAF5	SelGene
TRAF1	SelGene
RALB	SelGene
RALA	SelGene
BCR	SelGene
PAX8	SelGene
RARB	SelGene
RARA	SelGene
RUNX1	SelGene
RUNX1T1	SelGene
RALGDS	SelGene
NKX3-1	SelGene
SPI1	SelGene
ARNT2	SelGene
EGLN2	SelGene
DAPK3	SelGene
EGLN3	SelGene
DAPK1	SelGene
APPL1	SelGene
FH	SelGene
TRAF4	SelGene
RALBP1	SelGene
ZBTB16	SelGene
CEBPA	SelGene
RASSF1	SelGene
DAPK2	SelGene
EPAS1	SelGene
EGLN1	SelGene
KLK3	SelGene
CKS1B	SelGene
FLCN	SelGene
SRD5A2	SelGene
PIM2	SelGene
EPX	SelGene
PRG2	SelGene
RNASE3	SelGene
TG	SelGene
RFXAP	SelGene
TAP2	SelGene
RFX5	SelGene
TAP1	SelGene
RAG2	SelGene
RAG1	SelGene
RFXANK	SelGene
IGLL1	SelGene
CIITA	SelGene
VIM	SelGene
DSG2	SelGene
PKP1	SelGene
ADD1	SelGene
CLSPN	SelGene
DSP	SelGene
ACIN1	SelGene
BMX	SelGene
STK24	SelGene
LMNB1	SelGene
STK26	SelGene
DSG3	SelGene
DSG1	SelGene
DBNL	SelGene
GAS2	SelGene
LMNA	SelGene
FNTA	SelGene
PLEC	SelGene
SATB1	SelGene
BCAP31	SelGene
MCM10	SelGene
GMNN	SelGene
MCM8	SelGene
CDT1	SelGene
PNKP	SelGene
TINF2	SelGene
ACD	SelGene
H2AZ2	SelGene
ADPRHL2	SelGene
H2BC11	SelGene
POT1	SelGene
TERF2	SelGene
H2BC1	SelGene
TERF1	SelGene
H2BC5	SelGene
H4C8	SelGene
H2AZ1	SelGene
TERF2IP	SelGene
H3-4	SelGene
H2AC6	SelGene
H2BC4	SelGene
H2AC20	SelGene
H2BC21	SelGene
H2BC13	SelGene
H2AX	SelGene
H2AC7	SelGene
H2BU1	SelGene
H4C3	SelGene
H4C11	SelGene
H4-16	SelGene
H2BC12	SelGene
H2AC18	SelGene
PARG	SelGene
H2BC15	SelGene
H2BS1	SelGene
H2AJ	SelGene
H4C15	SelGene
H4C14	SelGene
H2AC19	SelGene
H4C12	SelGene
H2BC14	SelGene
H2BC8	SelGene
H2AB1	SelGene
H2BC6	SelGene
H4C6	SelGene
H2BC17	SelGene
H4C13	SelGene
H2BC9	SelGene
H4C9	SelGene
H2AC14	SelGene
H2BC3	SelGene
H4C5	SelGene
H2AC8	SelGene
H4C4	SelGene
H2BC7	SelGene
H2AC4	SelGene
H2BC10	SelGene
H4C1	SelGene
H4C2	SelGene
CFTR	SelGene
KDM1A	SelGene
ARHGAP33	SelGene
ARHGAP44	SelGene
PAFAH1B1	SelGene
NUP160	SelGene
FAM13B	SelGene
ARHGAP31	SelGene
CENPQ	SelGene
DEPDC1B	SelGene
TRIO	SelGene
SPDL1	SelGene
ARHGAP6	SelGene
GOPC	SelGene
ARHGEF5	SelGene
GDI2	SelGene
PKN2	SelGene
ROPN1	SelGene
MYO9A	SelGene
KIF2A	SelGene
NUP133	SelGene
ARHGAP10	SelGene
RHOBTB1	SelGene
NDE1	SelGene
CLASP1	SelGene
ARHGEF10L	SelGene
NUP37	SelGene
ARHGAP15	SelGene
DYNC1I2	SelGene
OPHN1	SelGene
NDC80	SelGene
XPO1	SelGene
SEH1L	SelGene
ZW10	SelGene
ARHGAP28	SelGene
DYNLL1	SelGene
GMIP	SelGene
ARHGAP4	SelGene
NUDC	SelGene
PLEKHG2	SelGene
SYDE2	SelGene
MYO9B	SelGene
CENPM	SelGene
RANGAP1	SelGene
MAPRE1	SelGene
MCF2	SelGene
CENPI	SelGene
CENPT	SelGene
RHOV	SelGene
ARHGEF10	SelGene
LIN7B	SelGene
ARHGEF18	SelGene
KLC3	SelGene
SYDE1	SelGene
KDM4C	SelGene
ARHGAP21	SelGene
ARHGEF17	SelGene
NUP98	SelGene
NUP107	SelGene
ECT2	SelGene
ARHGEF26	SelGene
RTKN	SelGene
ACTR3	SelGene
CENPA	SelGene
WIPF1	SelGene
RHOU	SelGene
NSL1	SelGene
CENPF	SelGene
KIF14	SelGene
NUP43	SelGene
CENPL	SelGene
KIF18A	SelGene
DEPDC7	SelGene
OCRL	SelGene
WIPF3	SelGene
ZWINT	SelGene
CIT	SelGene
PKN1	SelGene
CENPK	SelGene
ARHGAP9	SelGene
B9D2	SelGene
ARHGAP40	SelGene
NUP85	SelGene
KLC1	SelGene
MCF2L	SelGene
KTN1	SelGene
RHOJ	SelGene
RHOT1	SelGene
CHN1	SelGene
ARHGAP22	SelGene
STARD8	SelGene
ARHGEF16	SelGene
CLIP1	SelGene
ARHGEF9	SelGene
RHPN2	SelGene
H3-3B	SelGene
STARD13	SelGene
MEN1	SelGene
CDCA8	SelGene
ARHGAP32	SelGene
DYNC1LI2	SelGene
ABI1	SelGene
ARHGEF39	SelGene
KLC4	SelGene
ARHGAP20	SelGene
KNL1	SelGene
ARHGAP29	SelGene
ACTR2	SelGene
CENPO	SelGene
ARHGAP24	SelGene
FAM13A	SelGene
CENPE	SelGene
FGD4	SelGene
RHOF	SelGene
NCOA2	SelGene
ARHGAP17	SelGene
RHOT2	SelGene
KIF2B	SelGene
ARHGEF19	SelGene
ITGB3BP	SelGene
KIF2C	SelGene
NUF2	SelGene
S100A8	SelGene
RHOB	SelGene
DYNC1LI1	SelGene
CENPC	SelGene
ARHGAP26	SelGene
FGD2	SelGene
ARHGAP18	SelGene
ARHGAP36	SelGene
ARHGAP39	SelGene
INCENP	SelGene
DSN1	SelGene
CENPU	SelGene
SPC25	SelGene
CENPH	SelGene
RANBP2	SelGene
AHCTF1	SelGene
OBSCN	SelGene
SKA1	SelGene
RHOC	SelGene
KIF5A	SelGene
SEC13	SelGene
FMNL2	SelGene
RHPN1	SelGene
DYNC1I1	SelGene
ARHGAP27	SelGene
ABR	SelGene
KALRN	SelGene
PKN3	SelGene
PMF1	SelGene
FMNL3	SelGene
RACGAP1	SelGene
SPC24	SelGene
H3-3A	SelGene
ARHGAP25	SelGene
S100A9	SelGene
SGO2	SelGene
CLASP2	SelGene
ARHGEF3	SelGene
TAGAP	SelGene
DLC1	SelGene
ARHGAP12	SelGene
ARHGEF40	SelGene
ARHGAP42	SelGene
CENPN	SelGene
NDEL1	SelGene
MIS12	SelGene
KIF5B	SelGene
AKAP13	SelGene
WIPF2	SelGene
PLEKHG5	SelGene
SCAI	SelGene
NET1	SelGene
ZWILCH	SelGene
KLC2	SelGene
CKAP5	SelGene
ARHGAP1	SelGene
CENPS	SelGene
RHOG	SelGene
RPS27	SelGene
AURKB	SelGene
RCC2	SelGene
SKA2	SelGene
ARHGEF37	SelGene
H3C13	SelGene
KNTC1	SelGene
FMNL1	SelGene
ARHGAP30	SelGene
