SYMBOL	GO TERM	GO NAME	TAXON ID
IFIT3	GO:0006915	apoptotic process	9606
PIGT	GO:0006915	apoptotic process	9606
AIM2	GO:0006915	apoptotic process	9606
DRD3	GO:0006915	apoptotic process	9606
CD44	GO:0006915	apoptotic process	9606
NQO2	GO:0006915	apoptotic process	9606
RNF34	GO:0006915	apoptotic process	9606
KCNMA1	GO:0006915	apoptotic process	9606
RASGRF2	GO:0006915	apoptotic process	9606
FOXO1	GO:0006915	apoptotic process	9606
ARHGEF5	GO:0006915	apoptotic process	9606
MYDGF	GO:0006915	apoptotic process	9606
FBXW7	GO:0006915	apoptotic process	9606
RFK	GO:0006915	apoptotic process	9606
LHX4	GO:0006915	apoptotic process	9606
FATE1	GO:0006915	apoptotic process	9606
TSLP	GO:0006915	apoptotic process	9606
Mar/07	GO:0006915	apoptotic process	9606
SOX8	GO:0006915	apoptotic process	9606
FOXA1	GO:0006915	apoptotic process	9606
RPS6KB1	GO:0006915	apoptotic process	9606
IER3	GO:0006915	apoptotic process	9606
FGD2	GO:0006915	apoptotic process	9606
SH3RF1	GO:0006915	apoptotic process	9606
RABGGTA	GO:0006915	apoptotic process	9606
SRPX	GO:0006915	apoptotic process	9606
DAP	GO:0006915	apoptotic process	9606
DAP3	GO:0006915	apoptotic process	9606
NAE1	GO:0006915	apoptotic process	9606
IRF5	GO:0006915	apoptotic process	9606
MTRNR2L10	GO:0006915	apoptotic process	9606
SNW1	GO:0006915	apoptotic process	9606
ADARB1	GO:0006915	apoptotic process	9606
CARD11	GO:0006915	apoptotic process	9606
SLC5A8	GO:0006915	apoptotic process	9606
STK17B	GO:0006915	apoptotic process	9606
CLEC7A	GO:0006915	apoptotic process	9606
DRAM1	GO:0006915	apoptotic process	9606
PLEKHN1	GO:0006915	apoptotic process	9606
NGEF	GO:0006915	apoptotic process	9606
ALDH1A2	GO:0006915	apoptotic process	9606
BCAR1	GO:0006915	apoptotic process	9606
INHBA	GO:0006915	apoptotic process	9606
BCL6	GO:0006915	apoptotic process	9606
BMP8A	GO:0006915	apoptotic process	9606
TNFRSF8	GO:0006915	apoptotic process	9606
CD38	GO:0006915	apoptotic process	9606
CDKN2D	GO:0006915	apoptotic process	9606
ANGPTL4	GO:0006915	apoptotic process	9606
ADAR	GO:0006915	apoptotic process	9606
RPS3	GO:0006915	apoptotic process	9606
NET1	GO:0006915	apoptotic process	9606
CASP6	GO:0006915	apoptotic process	9606
CASP9	GO:0006915	apoptotic process	9606
CASP7	GO:0006915	apoptotic process	9606
PPARGC1A	GO:0006915	apoptotic process	9606
INHBE	GO:0006915	apoptotic process	9606
UBC	GO:0006915	apoptotic process	9606
PRAMEF9	GO:0006915	apoptotic process	9606
ZFP36L1	GO:0006915	apoptotic process	9606
HSF1	GO:0006915	apoptotic process	9606
USP17L22	GO:0006915	apoptotic process	9606
PLEKHG5	GO:0006915	apoptotic process	9606
ETV6	GO:0006915	apoptotic process	9606
PIDD1	GO:0006915	apoptotic process	9606
STPG1	GO:0006915	apoptotic process	9606
TGM2	GO:0006915	apoptotic process	9606
MAP3K9	GO:0006915	apoptotic process	9606
PTTG1IP	GO:0006915	apoptotic process	9606
PIAS4	GO:0006915	apoptotic process	9606
SLC35F6	GO:0006915	apoptotic process	9606
RAPGEF2	GO:0006915	apoptotic process	9606
SORT1	GO:0006915	apoptotic process	9606
GATA6	GO:0006915	apoptotic process	9606
MOAP1	GO:0006915	apoptotic process	9606
BAG3	GO:0006915	apoptotic process	9606
GPLD1	GO:0006915	apoptotic process	9606
NGFR	GO:0006915	apoptotic process	9606
ANXA6	GO:0006915	apoptotic process	9606
MKNK2	GO:0006915	apoptotic process	9606
EN1	GO:0006915	apoptotic process	9606
HNRNPK	GO:0006915	apoptotic process	9606
INPP5D	GO:0006915	apoptotic process	9606
SETX	GO:0006915	apoptotic process	9606
STK40	GO:0006915	apoptotic process	9606
NR4A3	GO:0006915	apoptotic process	9606
PELI3	GO:0006915	apoptotic process	9606
CASP10	GO:0006915	apoptotic process	9606
PROK2	GO:0006915	apoptotic process	9606
TMBIM4	GO:0006915	apoptotic process	9606
XPA	GO:0006915	apoptotic process	9606
CAPN10	GO:0006915	apoptotic process	9606
KRT8	GO:0006915	apoptotic process	9606
MTRNR2L1	GO:0006915	apoptotic process	9606
MTRNR2L3	GO:0006915	apoptotic process	9606
MTRNR2L4	GO:0006915	apoptotic process	9606
MTRNR2L6	GO:0006915	apoptotic process	9606
MTRNR2L7	GO:0006915	apoptotic process	9606
MTRNR2L8	GO:0006915	apoptotic process	9606
C1QBP	GO:0006915	apoptotic process	9606
TNFRSF9	GO:0006915	apoptotic process	9606
ERBB3	GO:0006915	apoptotic process	9606
TAOK1	GO:0006915	apoptotic process	9606
DUSP1	GO:0006915	apoptotic process	9606
FGFR2	GO:0006915	apoptotic process	9606
IGF1R	GO:0006915	apoptotic process	9606
USP17L12	GO:0006915	apoptotic process	9606
EIF2S1	GO:0006915	apoptotic process	9606
MFN2	GO:0006915	apoptotic process	9606
GAS6	GO:0006915	apoptotic process	9606
MPO	GO:0006915	apoptotic process	9606
FZD3	GO:0006915	apoptotic process	9606
RRM2B	GO:0006915	apoptotic process	9606
MTCH1	GO:0006915	apoptotic process	9606
SLC25A5	GO:0006915	apoptotic process	9606
NOX4	GO:0006915	apoptotic process	9606
GNA13	GO:0006915	apoptotic process	9606
AKAP12	GO:0006915	apoptotic process	9606
PRKCG	GO:0006915	apoptotic process	9606
TNFRSF25	GO:0006915	apoptotic process	9606
CUL5	GO:0006915	apoptotic process	9606
PPP2CA	GO:0006915	apoptotic process	9606
SERPINB2	GO:0006915	apoptotic process	9606
IL4	GO:0006915	apoptotic process	9606
INHA	GO:0006915	apoptotic process	9606
S100A8	GO:0006915	apoptotic process	9606
ITGB2	GO:0006915	apoptotic process	9606
FKBP8	GO:0006915	apoptotic process	9606
SCRT2	GO:0006915	apoptotic process	9606
AHR	GO:0006915	apoptotic process	9606
NLRC4	GO:0006915	apoptotic process	9606
BMP3	GO:0006915	apoptotic process	9606
ATF2	GO:0006915	apoptotic process	9606
APP	GO:0006915	apoptotic process	9606
BFAR	GO:0006915	apoptotic process	9606
PPP1CA	GO:0006915	apoptotic process	9606
CCND2	GO:0006915	apoptotic process	9606
FCER1G	GO:0006915	apoptotic process	9606
STK26	GO:0006915	apoptotic process	9606
ALX3	GO:0006915	apoptotic process	9606
EDAR	GO:0006915	apoptotic process	9606
FASTK	GO:0006915	apoptotic process	9606
NLRP1	GO:0006915	apoptotic process	9606
FOXQ1	GO:0006915	apoptotic process	9606
PTK2B	GO:0006915	apoptotic process	9606
FOXC1	GO:0006915	apoptotic process	9606
CTTN	GO:0006915	apoptotic process	9606
ING4	GO:0006915	apoptotic process	9606
IGF1	GO:0006915	apoptotic process	9606
RASSF7	GO:0006915	apoptotic process	9606
E2F2	GO:0006915	apoptotic process	9606
BNIP3	GO:0006915	apoptotic process	9606
NANOS3	GO:0006915	apoptotic process	9606
TMEM102	GO:0006915	apoptotic process	9606
CIT	GO:0006915	apoptotic process	9606
GATA3	GO:0006915	apoptotic process	9606
GATA2	GO:0006915	apoptotic process	9606
PAX3	GO:0006915	apoptotic process	9606
PAX7	GO:0006915	apoptotic process	9606
SOCS3	GO:0006915	apoptotic process	9606
S100B	GO:0006915	apoptotic process	9606
HYPK	GO:0006915	apoptotic process	9606
TMEM161A	GO:0006915	apoptotic process	9606
SOCS2	GO:0006915	apoptotic process	9606
JMY	GO:0006915	apoptotic process	9606
ANKRD2	GO:0006915	apoptotic process	9606
AGTR2	GO:0006915	apoptotic process	9606
CSRNP1	GO:0006915	apoptotic process	9606
TRIB3	GO:0006915	apoptotic process	9606
TAX1BP1	GO:0006915	apoptotic process	9606
HS1BP3	GO:0006915	apoptotic process	9606
PDCD10	GO:0006915	apoptotic process	9606
ANXA5	GO:0006915	apoptotic process	9606
GNAI3	GO:0006915	apoptotic process	9606
PRKCE	GO:0006915	apoptotic process	9606
SOX10	GO:0006915	apoptotic process	9606
DHODH	GO:0006915	apoptotic process	9606
RNF152	GO:0006915	apoptotic process	9606
WDR35	GO:0006915	apoptotic process	9606
SCN2A	GO:0006915	apoptotic process	9606
BTC	GO:0006915	apoptotic process	9606
TRAF4	GO:0006915	apoptotic process	9606
CLEC5A	GO:0006915	apoptotic process	9606
BEX3	GO:0006915	apoptotic process	9606
MDM2	GO:0006915	apoptotic process	9606
PDCD7	GO:0006915	apoptotic process	9606
POU4F3	GO:0006915	apoptotic process	9606
ATOH1	GO:0006915	apoptotic process	9606
MAPK8IP2	GO:0006915	apoptotic process	9606
DLL1	GO:0006915	apoptotic process	9606
TDGF1	GO:0006915	apoptotic process	9606
USP17L19	GO:0006915	apoptotic process	9606
HSP90B1	GO:0006915	apoptotic process	9606
FNIP2	GO:0006915	apoptotic process	9606
USP36	GO:0006915	apoptotic process	9606
B4GALT1	GO:0006915	apoptotic process	9606
GAS1	GO:0006915	apoptotic process	9606
ASAH2	GO:0006915	apoptotic process	9606
AMBRA1	GO:0006915	apoptotic process	9606
MAP2K4	GO:0006915	apoptotic process	9606
MAPK9	GO:0006915	apoptotic process	9606
MAPK8	GO:0006915	apoptotic process	9606
USP27X	GO:0006915	apoptotic process	9606
PPP2R1B	GO:0006915	apoptotic process	9606
PPP2R1A	GO:0006915	apoptotic process	9606
BCL11B	GO:0006915	apoptotic process	9606
FOXL2	GO:0006915	apoptotic process	9606
SPHK2	GO:0006915	apoptotic process	9606
UNC5A	GO:0006915	apoptotic process	9606
FHL2	GO:0006915	apoptotic process	9606
WRN	GO:0006915	apoptotic process	9606
PDIA3	GO:0006915	apoptotic process	9606
TFDP2	GO:0006915	apoptotic process	9606
TFDP1	GO:0006915	apoptotic process	9606
DOCK1	GO:0006915	apoptotic process	9606
CDC73	GO:0006915	apoptotic process	9606
XKR8	GO:0006915	apoptotic process	9606
SCRIB	GO:0006915	apoptotic process	9606
DELE1	GO:0006915	apoptotic process	9606
TEK	GO:0006915	apoptotic process	9606
UBD	GO:0006915	apoptotic process	9606
RAMP2	GO:0006915	apoptotic process	9606
EP300	GO:0006915	apoptotic process	9606
LRP8	GO:0006915	apoptotic process	9606
HNF1B	GO:0006915	apoptotic process	9606
VHL	GO:0006915	apoptotic process	9606
USP17L20	GO:0006915	apoptotic process	9606
IFI27	GO:0006915	apoptotic process	9606
DDIT3	GO:0006915	apoptotic process	9606
TIMP3	GO:0006915	apoptotic process	9606
BNIP2	GO:0006915	apoptotic process	9606
BNIP1	GO:0006915	apoptotic process	9606
ABR	GO:0006915	apoptotic process	9606
TNFRSF19	GO:0006915	apoptotic process	9606
TOMM22	GO:0006915	apoptotic process	9606
ACTN2	GO:0006915	apoptotic process	9606
KNG1	GO:0006915	apoptotic process	9606
TIMP1	GO:0006915	apoptotic process	9606
GRIN1	GO:0006915	apoptotic process	9606
AGT	GO:0006915	apoptotic process	9606
RPS27A	GO:0006915	apoptotic process	9606
RRAGA	GO:0006915	apoptotic process	9606
RAD9A	GO:0006915	apoptotic process	9606
MZB1	GO:0006915	apoptotic process	9606
NSMF	GO:0006915	apoptotic process	9606
BAD	GO:0006915	apoptotic process	9606
ZBTB16	GO:0006915	apoptotic process	9606
PRKCZ	GO:0006915	apoptotic process	9606
DCC	GO:0006915	apoptotic process	9606
MEIS3	GO:0006915	apoptotic process	9606
AKT1	GO:0006915	apoptotic process	9606
LAMP1	GO:0006915	apoptotic process	9606
JTB	GO:0006915	apoptotic process	9606
DFFB	GO:0006915	apoptotic process	9606
RALB	GO:0006915	apoptotic process	9606
NCOA1	GO:0006915	apoptotic process	9606
NEURL1	GO:0006915	apoptotic process	9606
ITGAM	GO:0006915	apoptotic process	9606
NPY5R	GO:0006915	apoptotic process	9606
MADD	GO:0006915	apoptotic process	9606
WFS1	GO:0006915	apoptotic process	9606
RSL1D1	GO:0006915	apoptotic process	9606
HPN	GO:0006915	apoptotic process	9606
CTSH	GO:0006915	apoptotic process	9606
DAPK1	GO:0006915	apoptotic process	9606
TCP1	GO:0006915	apoptotic process	9606
NES	GO:0006915	apoptotic process	9606
FAS	GO:0006915	apoptotic process	9606
HTT	GO:0006915	apoptotic process	9606
GATA4	GO:0006915	apoptotic process	9606
INS	GO:0006915	apoptotic process	9606
DYNAP	GO:0006915	apoptotic process	9606
LPAR1	GO:0006915	apoptotic process	9606
NSMAF	GO:0006915	apoptotic process	9606
GPAM	GO:0006915	apoptotic process	9606
BRSK2	GO:0006915	apoptotic process	9606
SDF2L1	GO:0006915	apoptotic process	9606
POR	GO:0006915	apoptotic process	9606
LRRK2	GO:0006915	apoptotic process	9606
MGMT	GO:0006915	apoptotic process	9606
CRH	GO:0006915	apoptotic process	9606
BRMS1	GO:0006915	apoptotic process	9606
ZNF304	GO:0006915	apoptotic process	9606
S100A14	GO:0006915	apoptotic process	9606
VDAC1	GO:0006915	apoptotic process	9606
CTSC	GO:0006915	apoptotic process	9606
DNAJC10	GO:0006915	apoptotic process	9606
RABGGTB	GO:0006915	apoptotic process	9606
MAPK1	GO:0006915	apoptotic process	9606
VIP	GO:0006915	apoptotic process	9606
GABRB3	GO:0006915	apoptotic process	9606
GCG	GO:0006915	apoptotic process	9606
PTH	GO:0006915	apoptotic process	9606
C5AR1	GO:0006915	apoptotic process	9606
CRLF1	GO:0006915	apoptotic process	9606
CCAR2	GO:0006915	apoptotic process	9606
AHI1	GO:0006915	apoptotic process	9606
RHOT2	GO:0006915	apoptotic process	9606
SHISA5	GO:0006915	apoptotic process	9606
PTPA	GO:0006915	apoptotic process	9606
GML	GO:0006915	apoptotic process	9606
MAGEA3	GO:0006915	apoptotic process	9606
NR4A2	GO:0006915	apoptotic process	9606
PAFAH2	GO:0006915	apoptotic process	9606
SFN	GO:0006915	apoptotic process	9606
YWHAB	GO:0006915	apoptotic process	9606
CASP14	GO:0006915	apoptotic process	9606
HDAC2	GO:0006915	apoptotic process	9606
PARK7	GO:0006915	apoptotic process	9606
TICAM2	GO:0006915	apoptotic process	9606
UNG	GO:0006915	apoptotic process	9606
OXR1	GO:0006915	apoptotic process	9606
SHC4	GO:0006915	apoptotic process	9606
NAA16	GO:0006915	apoptotic process	9606
NCKAP1L	GO:0006915	apoptotic process	9606
WNT11	GO:0006915	apoptotic process	9606
MT1F	GO:0006915	apoptotic process	9606
C6orf120	GO:0006915	apoptotic process	9606
BIN1	GO:0006915	apoptotic process	9606
GDF7	GO:0006915	apoptotic process	9606
GDF10	GO:0006915	apoptotic process	9606
INHBC	GO:0006915	apoptotic process	9606
PRAMEF27	GO:0006915	apoptotic process	9606
PRAMEF22	GO:0006915	apoptotic process	9606
SFPQ	GO:0006915	apoptotic process	9606
SON	GO:0006915	apoptotic process	9606
TMEM214	GO:0006915	apoptotic process	9606
FRZB	GO:0006915	apoptotic process	9606
CDK4	GO:0006915	apoptotic process	9606
LIMS2	GO:0006915	apoptotic process	9606
DPF2	GO:0006915	apoptotic process	9606
CDK5	GO:0006915	apoptotic process	9606
ADCYAP1	GO:0006915	apoptotic process	9606
NCKAP1	GO:0006915	apoptotic process	9606
USP17L4	GO:0006915	apoptotic process	9606
USP17L3	GO:0006915	apoptotic process	9606
WNT10B	GO:0006915	apoptotic process	9606
IL2RA	GO:0006915	apoptotic process	9606
EPO	GO:0006915	apoptotic process	9606
IL1B	GO:0006915	apoptotic process	9606
IL1A	GO:0006915	apoptotic process	9606
NKX2-6	GO:0006915	apoptotic process	9606
IFNG	GO:0006915	apoptotic process	9606
RYBP	GO:0006915	apoptotic process	9606
USP53	GO:0006915	apoptotic process	9606
SFRP1	GO:0006915	apoptotic process	9606
BCL2L14	GO:0006915	apoptotic process	9606
ERCC5	GO:0006915	apoptotic process	9606
CARD8	GO:0006915	apoptotic process	9606
UCN	GO:0006915	apoptotic process	9606
HSP90AB1	GO:0006915	apoptotic process	9606
FGF8	GO:0006915	apoptotic process	9606
GCLM	GO:0006915	apoptotic process	9606
GCLC	GO:0006915	apoptotic process	9606
PTK2	GO:0006915	apoptotic process	9606
IER3IP1	GO:0006915	apoptotic process	9606
XKR4	GO:0006915	apoptotic process	9606
SMO	GO:0006915	apoptotic process	9606
MYD88	GO:0006915	apoptotic process	9606
APH1B	GO:0006915	apoptotic process	9606
AEN	GO:0006915	apoptotic process	9606
CIB1	GO:0006915	apoptotic process	9606
FOXB1	GO:0006915	apoptotic process	9606
CLC	GO:0006915	apoptotic process	9606
TNFAIP8L1	GO:0006915	apoptotic process	9606
GSN	GO:0006915	apoptotic process	9606
PHLDA2	GO:0006915	apoptotic process	9606
TWIST2	GO:0006915	apoptotic process	9606
ZFAND6	GO:0006915	apoptotic process	9606
HSPA5	GO:0006915	apoptotic process	9606
YBX3	GO:0006915	apoptotic process	9606
S100A9	GO:0006915	apoptotic process	9606
CCK	GO:0006915	apoptotic process	9606
PRKCI	GO:0006915	apoptotic process	9606
POLB	GO:0006915	apoptotic process	9606
LGALS12	GO:0006915	apoptotic process	9606
PPP3CC	GO:0006915	apoptotic process	9606
SOX9	GO:0006915	apoptotic process	9606
SOX2	GO:0006915	apoptotic process	9606
CIAPIN1	GO:0006915	apoptotic process	9606
CCN1	GO:0006915	apoptotic process	9606
BCL7C	GO:0006915	apoptotic process	9606
PRUNE2	GO:0006915	apoptotic process	9606
SIRT4	GO:0006915	apoptotic process	9606
OLFM1	GO:0006915	apoptotic process	9606
TMEM14A	GO:0006915	apoptotic process	9606
TIA1	GO:0006915	apoptotic process	9606
MNAT1	GO:0006915	apoptotic process	9606
CCL19	GO:0006915	apoptotic process	9606
USP17L10	GO:0006915	apoptotic process	9606
PHLDA1	GO:0006915	apoptotic process	9606
SIGMAR1	GO:0006915	apoptotic process	9606
CITED2	GO:0006915	apoptotic process	9606
RTL10	GO:0006915	apoptotic process	9606
GDF15	GO:0006915	apoptotic process	9606
SFRP4	GO:0006915	apoptotic process	9606
TGFBR1	GO:0006915	apoptotic process	9606
ACVR1B	GO:0006915	apoptotic process	9606
ERBB4	GO:0006915	apoptotic process	9606
FLT3	GO:0006915	apoptotic process	9606
EXOC5	GO:0006915	apoptotic process	9606
TRAF5	GO:0006915	apoptotic process	9606
LMBR1L	GO:0006915	apoptotic process	9606
DNM1L	GO:0006915	apoptotic process	9606
SAP18	GO:0006915	apoptotic process	9606
EEF2K	GO:0006915	apoptotic process	9606
DKK1	GO:0006915	apoptotic process	9606
SEMA4D	GO:0006915	apoptotic process	9606
P2RX4	GO:0006915	apoptotic process	9606
DYNLL1	GO:0006915	apoptotic process	9606
FAM3B	GO:0006915	apoptotic process	9606
FNIP1	GO:0006915	apoptotic process	9606
UBE2B	GO:0006915	apoptotic process	9606
SCIMP	GO:0006915	apoptotic process	9606
GPR65	GO:0006915	apoptotic process	9606
LGMN	GO:0006915	apoptotic process	9606
GPER1	GO:0006915	apoptotic process	9606
YWHAZ	GO:0006915	apoptotic process	9606
EYA3	GO:0006915	apoptotic process	9606
HMGB2	GO:0006915	apoptotic process	9606
HIPK1	GO:0006915	apoptotic process	9606
TEX11	GO:0006915	apoptotic process	9606
SH3RF3	GO:0006915	apoptotic process	9606
PDPN	GO:0006915	apoptotic process	9606
PA2G4	GO:0006915	apoptotic process	9606
RNPS1	GO:0006915	apoptotic process	9606
CHEK2	GO:0006915	apoptotic process	9606
RABEP1	GO:0006915	apoptotic process	9606
PAK4	GO:0006915	apoptotic process	9606
YWHAG	GO:0006915	apoptotic process	9606
SUPV3L1	GO:0006915	apoptotic process	9606
UFM1	GO:0006915	apoptotic process	9606
NONO	GO:0006915	apoptotic process	9606
SH3RF2	GO:0006915	apoptotic process	9606
DICER1	GO:0006915	apoptotic process	9606
ITGA6	GO:0006915	apoptotic process	9606
TP53AIP1	GO:0006915	apoptotic process	9606
PREX1	GO:0006915	apoptotic process	9606
BRCA2	GO:0006915	apoptotic process	9606
CCAR1	GO:0006915	apoptotic process	9606
TRIM39	GO:0006915	apoptotic process	9606
P2RX1	GO:0006915	apoptotic process	9606
BCAP31	GO:0006915	apoptotic process	9606
DYRK2	GO:0006915	apoptotic process	9606
CHD8	GO:0006915	apoptotic process	9606
AGO4	GO:0006915	apoptotic process	9606
MYO18A	GO:0006915	apoptotic process	9606
TRIM69	GO:0006915	apoptotic process	9606
C1D	GO:0006915	apoptotic process	9606
DNMT1	GO:0006915	apoptotic process	9606
DCUN1D3	GO:0006915	apoptotic process	9606
DAPK2	GO:0006915	apoptotic process	9606
FFAR4	GO:0006915	apoptotic process	9606
CDK5R1	GO:0006915	apoptotic process	9606
ITPRIP	GO:0006915	apoptotic process	9606
RASSF3	GO:0006915	apoptotic process	9606
KIF14	GO:0006915	apoptotic process	9606
STXBP1	GO:0006915	apoptotic process	9606
LGALS14	GO:0006915	apoptotic process	9606
ARHGEF6	GO:0006915	apoptotic process	9606
ATCAY	GO:0006915	apoptotic process	9606
IDO1	GO:0006915	apoptotic process	9606
PAX2	GO:0006915	apoptotic process	9606
TNFSF9	GO:0006915	apoptotic process	9606
HERPUD1	GO:0006915	apoptotic process	9606
HRK	GO:0006915	apoptotic process	9606
TRAF7	GO:0006915	apoptotic process	9606
LGALS9	GO:0006915	apoptotic process	9606
UBB	GO:0006915	apoptotic process	9606
ZC3HC1	GO:0006915	apoptotic process	9606
EYA2	GO:0006915	apoptotic process	9606
HAX1	GO:0006915	apoptotic process	9606
ARHGEF19	GO:0006915	apoptotic process	9606
WNT5A	GO:0006915	apoptotic process	9606
CSNK2A1	GO:0006915	apoptotic process	9606
FZD9	GO:0006915	apoptotic process	9606
SGK1	GO:0006915	apoptotic process	9606
IL2RB	GO:0006915	apoptotic process	9606
MMP9	GO:0006915	apoptotic process	9606
PTPRC	GO:0006915	apoptotic process	9606
USP17L7	GO:0006915	apoptotic process	9606
CHIA	GO:0006915	apoptotic process	9606
ERC1	GO:0006915	apoptotic process	9606
TICAM1	GO:0006915	apoptotic process	9606
RHOA	GO:0006915	apoptotic process	9606
ERCC6	GO:0006915	apoptotic process	9606
MTDH	GO:0006915	apoptotic process	9606
TCTN3	GO:0006915	apoptotic process	9606
UACA	GO:0006915	apoptotic process	9606
PLAUR	GO:0006915	apoptotic process	9606
BARHL1	GO:0006915	apoptotic process	9606
HSPB6	GO:0006915	apoptotic process	9606
CALHM2	GO:0006915	apoptotic process	9606
PRKN	GO:0006915	apoptotic process	9606
CAMK1D	GO:0006915	apoptotic process	9606
BACE1	GO:0006915	apoptotic process	9606
TMC8	GO:0006915	apoptotic process	9606
ZMAT3	GO:0006915	apoptotic process	9606
ALKBH1	GO:0006915	apoptotic process	9606
PRAMEF33	GO:0006915	apoptotic process	9606
SYCE3	GO:0006915	apoptotic process	9606
SARM1	GO:0006915	apoptotic process	9606
TP53BP2	GO:0006915	apoptotic process	9606
GAPDH	GO:0006915	apoptotic process	9606
CUL4A	GO:0006915	apoptotic process	9606
CUL3	GO:0006915	apoptotic process	9606
CUL2	GO:0006915	apoptotic process	9606
CUL1	GO:0006915	apoptotic process	9606
DNASE1L3	GO:0006915	apoptotic process	9606
CX3CL1	GO:0006915	apoptotic process	9606
PIP5KL1	GO:0006915	apoptotic process	9606
NOTCH1	GO:0006915	apoptotic process	9606
CDKN1B	GO:0006915	apoptotic process	9606
SYVN1	GO:0006915	apoptotic process	9606
WNK3	GO:0006915	apoptotic process	9606
ATG4D	GO:0006915	apoptotic process	9606
RBCK1	GO:0006915	apoptotic process	9606
PDCD6IP	GO:0006915	apoptotic process	9606
IKBKG	GO:0006915	apoptotic process	9606
TP53I3	GO:0006915	apoptotic process	9606
PTPMT1	GO:0006915	apoptotic process	9606
RGN	GO:0006915	apoptotic process	9606
SIX1	GO:0006915	apoptotic process	9606
STIL	GO:0006915	apoptotic process	9606
SHH	GO:0006915	apoptotic process	9606
