SYMBOL	GO TERM	GO NAME	TAXON ID
NR4A2	GO:0034599	cellular response to oxidative stress	9606
ALDH3B1	GO:0034599	cellular response to oxidative stress	9606
RAD52	GO:0034599	cellular response to oxidative stress	9606
HDAC2	GO:0034599	cellular response to oxidative stress	9606
PARK7	GO:0034599	cellular response to oxidative stress	9606
OXR1	GO:0034599	cellular response to oxidative stress	9606
SFPQ	GO:0034599	cellular response to oxidative stress	9606
FANCC	GO:0034599	cellular response to oxidative stress	9606
NME8	GO:0034599	cellular response to oxidative stress	9606
FOS	GO:0034599	cellular response to oxidative stress	9606
EPAS1	GO:0034599	cellular response to oxidative stress	9606
FER	GO:0034599	cellular response to oxidative stress	9606
SIGMAR1	GO:0034599	cellular response to oxidative stress	9606
PPARGC1B	GO:0034599	cellular response to oxidative stress	9606
PTPRK	GO:0034599	cellular response to oxidative stress	9606
GPX8	GO:0034599	cellular response to oxidative stress	9606
NONO	GO:0034599	cellular response to oxidative stress	9606
CHD6	GO:0034599	cellular response to oxidative stress	9606
NCF4	GO:0034599	cellular response to oxidative stress	9606
ETS1	GO:0034599	cellular response to oxidative stress	9606
PAX2	GO:0034599	cellular response to oxidative stress	9606
MMP9	GO:0034599	cellular response to oxidative stress	9606
MET	GO:0034599	cellular response to oxidative stress	9606
SESN2	GO:0034599	cellular response to oxidative stress	9606
PRKN	GO:0034599	cellular response to oxidative stress	9606
CDK2	GO:0034599	cellular response to oxidative stress	9606
SLC25A24	GO:0034599	cellular response to oxidative stress	9606
SRXN1	GO:0034599	cellular response to oxidative stress	9606
RGN	GO:0034599	cellular response to oxidative stress	9606
FYN	GO:0034599	cellular response to oxidative stress	9606
PPP5C	GO:0034599	cellular response to oxidative stress	9606
STK25	GO:0034599	cellular response to oxidative stress	9606
DPEP1	GO:0034599	cellular response to oxidative stress	9606
RACK1	GO:0034599	cellular response to oxidative stress	9606
TP53	GO:0034599	cellular response to oxidative stress	9606
WNT1	GO:0034599	cellular response to oxidative stress	9606
ETV5	GO:0034599	cellular response to oxidative stress	9606
BRF2	GO:0034599	cellular response to oxidative stress	9606
RBM11	GO:0034599	cellular response to oxidative stress	9606
PPIF	GO:0034599	cellular response to oxidative stress	9606
CFLAR	GO:0034599	cellular response to oxidative stress	9606
ANXA1	GO:0034599	cellular response to oxidative stress	9606
ARNTL	GO:0034599	cellular response to oxidative stress	9606
PDGFRA	GO:0034599	cellular response to oxidative stress	9606
CYBB	GO:0034599	cellular response to oxidative stress	9606
LCN2	GO:0034599	cellular response to oxidative stress	9606
SIRT2	GO:0034599	cellular response to oxidative stress	9606
MMP2	GO:0034599	cellular response to oxidative stress	9606
MMP3	GO:0034599	cellular response to oxidative stress	9606
VRK2	GO:0034599	cellular response to oxidative stress	9606
SOD3	GO:0034599	cellular response to oxidative stress	9606
MTR	GO:0034599	cellular response to oxidative stress	9606
PRDX1	GO:0034599	cellular response to oxidative stress	9606
NOX1	GO:0034599	cellular response to oxidative stress	9606
ATF4	GO:0034599	cellular response to oxidative stress	9606
TLR4	GO:0034599	cellular response to oxidative stress	9606
GSKIP	GO:0034599	cellular response to oxidative stress	9606
NME5	GO:0034599	cellular response to oxidative stress	9606
SOD2	GO:0034599	cellular response to oxidative stress	9606
HGF	GO:0034599	cellular response to oxidative stress	9606
CAMKK2	GO:0034599	cellular response to oxidative stress	9606
MAPK13	GO:0034599	cellular response to oxidative stress	9606
PDGFD	GO:0034599	cellular response to oxidative stress	9606
MAPK7	GO:0034599	cellular response to oxidative stress	9606
OSER1	GO:0034599	cellular response to oxidative stress	9606
PRKAA1	GO:0034599	cellular response to oxidative stress	9606
REST	GO:0034599	cellular response to oxidative stress	9606
AQP1	GO:0034599	cellular response to oxidative stress	9606
TPM1	GO:0034599	cellular response to oxidative stress	9606
JAK2	GO:0034599	cellular response to oxidative stress	9606
PDE8A	GO:0034599	cellular response to oxidative stress	9606
AGAP3	GO:0034599	cellular response to oxidative stress	9606
ANKZF1	GO:0034599	cellular response to oxidative stress	9606
GSTP1	GO:0034599	cellular response to oxidative stress	9606
ECT2	GO:0034599	cellular response to oxidative stress	9606
PAGE4	GO:0034599	cellular response to oxidative stress	9606
CHUK	GO:0034599	cellular response to oxidative stress	9606
SRC	GO:0034599	cellular response to oxidative stress	9606
PLA2R1	GO:0034599	cellular response to oxidative stress	9606
SIN3A	GO:0034599	cellular response to oxidative stress	9606
HMOX1	GO:0034599	cellular response to oxidative stress	9606
GPR37	GO:0034599	cellular response to oxidative stress	9606
GPX7	GO:0034599	cellular response to oxidative stress	9606
DHRS2	GO:0034599	cellular response to oxidative stress	9606
CAT	GO:0034599	cellular response to oxidative stress	9606
CCS	GO:0034599	cellular response to oxidative stress	9606
FUT8	GO:0034599	cellular response to oxidative stress	9606
PKD2	GO:0034599	cellular response to oxidative stress	9606
RIPK1	GO:0034599	cellular response to oxidative stress	9606
FANCD2	GO:0034599	cellular response to oxidative stress	9606
SIRPA	GO:0034599	cellular response to oxidative stress	9606
NCF1	GO:0034599	cellular response to oxidative stress	9606
PINK1	GO:0034599	cellular response to oxidative stress	9606
PARP1	GO:0034599	cellular response to oxidative stress	9606
ERCC6L2	GO:0034599	cellular response to oxidative stress	9606
PCGF2	GO:0034599	cellular response to oxidative stress	9606
CTNNB1	GO:0034599	cellular response to oxidative stress	9606
MCL1	GO:0034599	cellular response to oxidative stress	9606
NUDT2	GO:0034599	cellular response to oxidative stress	9606
DNM2	GO:0034599	cellular response to oxidative stress	9606
TRAF2	GO:0034599	cellular response to oxidative stress	9606
TRAP1	GO:0034599	cellular response to oxidative stress	9606
PRDX3	GO:0034599	cellular response to oxidative stress	9606
PRDX5	GO:0034599	cellular response to oxidative stress	9606
PRDX6	GO:0034599	cellular response to oxidative stress	9606
ADNP2	GO:0034599	cellular response to oxidative stress	9606
TRPC6	GO:0034599	cellular response to oxidative stress	9606
AXL	GO:0034599	cellular response to oxidative stress	9606
ATG7	GO:0034599	cellular response to oxidative stress	9606
BAG5	GO:0034599	cellular response to oxidative stress	9606
CCNA2	GO:0034599	cellular response to oxidative stress	9606
NQO1	GO:0034599	cellular response to oxidative stress	9606
RELA	GO:0034599	cellular response to oxidative stress	9606
PRDX2	GO:0034599	cellular response to oxidative stress	9606
NFE2L2	GO:0034599	cellular response to oxidative stress	9606
STAU1	GO:0034599	cellular response to oxidative stress	9606
AKR1C3	GO:0034599	cellular response to oxidative stress	9606
BCL2	GO:0034599	cellular response to oxidative stress	9606
SIRT1	GO:0034599	cellular response to oxidative stress	9606
GCH1	GO:0034599	cellular response to oxidative stress	9606
MYB	GO:0034599	cellular response to oxidative stress	9606
HSPA1B	GO:0034599	cellular response to oxidative stress	9606
MSRA	GO:0034599	cellular response to oxidative stress	9606
DHFR	GO:0034599	cellular response to oxidative stress	9606
MEAK7	GO:0034599	cellular response to oxidative stress	9606
ARNT	GO:0034599	cellular response to oxidative stress	9606
TXN	GO:0034599	cellular response to oxidative stress	9606
AIFM1	GO:0034599	cellular response to oxidative stress	9606
STK24	GO:0034599	cellular response to oxidative stress	9606
CRYGD	GO:0034599	cellular response to oxidative stress	9606
MAPK3	GO:0034599	cellular response to oxidative stress	9606
RIPK3	GO:0034599	cellular response to oxidative stress	9606
ATP7A	GO:0034599	cellular response to oxidative stress	9606
ADPRHL2	GO:0034599	cellular response to oxidative stress	9606
RHOB	GO:0034599	cellular response to oxidative stress	9606
STAT6	GO:0034599	cellular response to oxidative stress	9606
VNN1	GO:0034599	cellular response to oxidative stress	9606
CYCS	GO:0034599	cellular response to oxidative stress	9606
MELK	GO:0034599	cellular response to oxidative stress	9606
ZC3H12A	GO:0034599	cellular response to oxidative stress	9606
PSAP	GO:0034599	cellular response to oxidative stress	9606
JUN	GO:0034599	cellular response to oxidative stress	9606
ERO1A	GO:0034599	cellular response to oxidative stress	9606
ZNF580	GO:0034599	cellular response to oxidative stress	9606
FBLN5	GO:0034599	cellular response to oxidative stress	9606
WNT16	GO:0034599	cellular response to oxidative stress	9606
IL18RAP	GO:0034599	cellular response to oxidative stress	9606
NFE2L1	GO:0034599	cellular response to oxidative stress	9606
MT3	GO:0034599	cellular response to oxidative stress	9606
BECN1	GO:0034599	cellular response to oxidative stress	9606
IL6	GO:0034599	cellular response to oxidative stress	9606
NOS3	GO:0034599	cellular response to oxidative stress	9606
PRKAA2	GO:0034599	cellular response to oxidative stress	9606
AIF1	GO:0034599	cellular response to oxidative stress	9606
PLEKHA1	GO:0034599	cellular response to oxidative stress	9606
KCNC2	GO:0034599	cellular response to oxidative stress	9606
KDM6B	GO:0034599	cellular response to oxidative stress	9606
NOX5	GO:0034599	cellular response to oxidative stress	9606
PYROXD1	GO:0034599	cellular response to oxidative stress	9606
TNF	GO:0034599	cellular response to oxidative stress	9606
MAP3K5	GO:0034599	cellular response to oxidative stress	9606
G6PD	GO:0034599	cellular response to oxidative stress	9606
APOA4	GO:0034599	cellular response to oxidative stress	9606
EZH2	GO:0034599	cellular response to oxidative stress	9606
SELENON	GO:0034599	cellular response to oxidative stress	9606
RNF112	GO:0034599	cellular response to oxidative stress	9606
CRK	GO:0034599	cellular response to oxidative stress	9606
NOL3	GO:0034599	cellular response to oxidative stress	9606
GPX3	GO:0034599	cellular response to oxidative stress	9606
GJB2	GO:0034599	cellular response to oxidative stress	9606
IL10	GO:0034599	cellular response to oxidative stress	9606
GPX5	GO:0034599	cellular response to oxidative stress	9606
SLC7A11	GO:0034599	cellular response to oxidative stress	9606
SZT2	GO:0034599	cellular response to oxidative stress	9606
KLF2	GO:0034599	cellular response to oxidative stress	9606
CD36	GO:0034599	cellular response to oxidative stress	9606
GLRX2	GO:0034599	cellular response to oxidative stress	9606
ZNF277	GO:0034599	cellular response to oxidative stress	9606
ENDOG	GO:0034599	cellular response to oxidative stress	9606
DIABLO	GO:0034599	cellular response to oxidative stress	9606
LANCL1	GO:0034599	cellular response to oxidative stress	9606
FXN	GO:0034599	cellular response to oxidative stress	9606
MPV17	GO:0034599	cellular response to oxidative stress	9606
PCNA	GO:0034599	cellular response to oxidative stress	9606
FOXO3	GO:0034599	cellular response to oxidative stress	9606
TP53INP1	GO:0034599	cellular response to oxidative stress	9606
TLR6	GO:0034599	cellular response to oxidative stress	9606
SOD1	GO:0034599	cellular response to oxidative stress	9606
GSR	GO:0034599	cellular response to oxidative stress	9606
FABP1	GO:0034599	cellular response to oxidative stress	9606
PYCR2	GO:0034599	cellular response to oxidative stress	9606
SNCA	GO:0034599	cellular response to oxidative stress	9606
MAPT	GO:0034599	cellular response to oxidative stress	9606
NCOA7	GO:0034599	cellular response to oxidative stress	9606
ARL6IP5	GO:0034599	cellular response to oxidative stress	9606
MAP1LC3A	GO:0034599	cellular response to oxidative stress	9606
RWDD1	GO:0034599	cellular response to oxidative stress	9606
TBC1D24	GO:0034599	cellular response to oxidative stress	9606
HSPA1A	GO:0034599	cellular response to oxidative stress	9606
PAWR	GO:0034599	cellular response to oxidative stress	9606
TXNRD2	GO:0034599	cellular response to oxidative stress	9606
CYP1B1	GO:0034599	cellular response to oxidative stress	9606
HIF1A	GO:0034599	cellular response to oxidative stress	9606
HTRA2	GO:0034599	cellular response to oxidative stress	9606
NME2	GO:0034599	cellular response to oxidative stress	9606
KLF4	GO:0034599	cellular response to oxidative stress	9606
SELENOS	GO:0034599	cellular response to oxidative stress	9606
TREX1	GO:0034599	cellular response to oxidative stress	9606
PML	GO:0034599	cellular response to oxidative stress	9606
PXN	GO:0034599	cellular response to oxidative stress	9606
EGFR	GO:0034599	cellular response to oxidative stress	9606
ABL1	GO:0034599	cellular response to oxidative stress	9606
P4HB	GO:0034599	cellular response to oxidative stress	9606
GPX1	GO:0034599	cellular response to oxidative stress	9606
UCP1	GO:0034599	cellular response to oxidative stress	9606
UBQLN1	GO:0034599	cellular response to oxidative stress	9606
TXNRD1	GO:0034599	cellular response to oxidative stress	9606
ATP13A2	GO:0034599	cellular response to oxidative stress	9606
PRODH	GO:0034599	cellular response to oxidative stress	9606
PRKRA	GO:0034599	cellular response to oxidative stress	9606
BTK	GO:0034599	cellular response to oxidative stress	9606
APEX1	GO:0034599	cellular response to oxidative stress	9606
PYCR1	GO:0034599	cellular response to oxidative stress	9606
PRKD1	GO:0034599	cellular response to oxidative stress	9606
PDK2	GO:0034599	cellular response to oxidative stress	9606
PDK1	GO:0034599	cellular response to oxidative stress	9606
TRPM2	GO:0034599	cellular response to oxidative stress	9606
HSPB1	GO:0034599	cellular response to oxidative stress	9606
