nodes	type
8531	SelGene
55844	SelGene
9863	SelGene
64398	SelGene
27134	SelGene
8735	SelGene
23136	SelGene
79784	SelGene
4619	SelGene
2017	SelGene
22989	SelGene
92359	SelGene
11336	SelGene
3996	SelGene
3993	SelGene
9223	SelGene
9218	SelGene
8189	SelGene
150084	SelGene
55870	SelGene
260425	SelGene
4621	SelGene
4620	SelGene
4622	SelGene
4625	SelGene
4624	SelGene
4627	SelGene
4626	SelGene
4628	SelGene
8573	SelGene
57530	SelGene
9414	SelGene
8777	SelGene
5872	SelGene
93643	SelGene
6709	SelGene
5520	SelGene
5521	SelGene
60412	SelGene
5865	SelGene
57644	SelGene
3059	SelGene
154810	SelGene
5522	SelGene
2037	SelGene
2036	SelGene
2035	SelGene
7846	SelGene
10382	SelGene
10383	SelGene
10381	SelGene
7280	SelGene
10376	SelGene
5593	SelGene
113457	SelGene
57369	SelGene
347733	SelGene
79861	SelGene
2697	SelGene
7278	SelGene
347688	SelGene
51807	SelGene
7277	SelGene
84790	SelGene
81027	SelGene
84617	SelGene
203068	SelGene
112714	SelGene
3827	SelGene
2244	SelGene
5327	SelGene
3053	SelGene
4153	SelGene
2152	SelGene
2153	SelGene
5265	SelGene
5329	SelGene
2155	SelGene
5328	SelGene
2159	SelGene
2158	SelGene
7035	SelGene
2157	SelGene
3818	SelGene
1380	SelGene
5648	SelGene
735	SelGene
2	SelGene
1378	SelGene
2161	SelGene
2162	SelGene
2160	SelGene
731	SelGene
2165	SelGene
730	SelGene
733	SelGene
732	SelGene
966	SelGene
5104	SelGene
2266	SelGene
1604	SelGene
729	SelGene
727	SelGene
725	SelGene
722	SelGene
721	SelGene
720	SelGene
3075	SelGene
629	SelGene
1361	SelGene
4179	SelGene
5627	SelGene
5345	SelGene
5624	SelGene
2243	SelGene
717	SelGene
462	SelGene
716	SelGene
718	SelGene
713	SelGene
1675	SelGene
712	SelGene
715	SelGene
714	SelGene
3426	SelGene
710	SelGene
10747	SelGene
7056	SelGene
4012	SelGene
59272	SelGene
5972	SelGene
1215	SelGene
5476	SelGene
7064	SelGene
183	SelGene
1636	SelGene
57486	SelGene
2028	SelGene
1359	SelGene
4311	SelGene
54106	SelGene
3929	SelGene
10333	SelGene
23643	SelGene
1513	SelGene
9641	SelGene
7100	SelGene
114609	SelGene
7187	SelGene
54472	SelGene
51284	SelGene
51311	SelGene
148022	SelGene
3661	SelGene
353376	SelGene
29110	SelGene
7098	SelGene
7099	SelGene
7096	SelGene
7097	SelGene
3663	SelGene
3665	SelGene
7205	SelGene
257397	SelGene
8767	SelGene
10392	SelGene
84674	SelGene
22900	SelGene
4210	SelGene
55914	SelGene
838	SelGene
64127	SelGene
834	SelGene
59082	SelGene
7128	SelGene
10910	SelGene
9051	SelGene
64170	SelGene
260434	SelGene
3320	SelGene
29108	SelGene
58484	SelGene
7184	SelGene
114548	SelGene
22861	SelGene
4671	SelGene
3326	SelGene
7706	SelGene
9755	SelGene
80143	SelGene
9636	SelGene
26007	SelGene
55593	SelGene
1654	SelGene
64135	SelGene
8653	SelGene
10010	SelGene
1540	SelGene
23586	SelGene
5300	SelGene
57506	SelGene
79132	SelGene
340061	SelGene
64343	SelGene
79671	SelGene
54941	SelGene
9447	SelGene
11277	SelGene
81030	SelGene
11035	SelGene
90865	SelGene
103	SelGene
6775	SelGene
7297	SelGene
9655	SelGene
81848	SelGene
3716	SelGene
6778	SelGene
161742	SelGene
3598	SelGene
5781	SelGene
200734	SelGene
8835	SelGene
1154	SelGene
10379	SelGene
10253	SelGene
10252	SelGene
122809	SelGene
5292	SelGene
10251	SelGene
30837	SelGene
2811	SelGene
2812	SelGene
945	SelGene
2815	SelGene
2814	SelGene
2209	SelGene
2208	SelGene
2993	SelGene
7066	SelGene
930	SelGene
931	SelGene
928	SelGene
960	SelGene
924	SelGene
921	SelGene
951	SelGene
915	SelGene
916	SelGene
917	SelGene
910	SelGene
911	SelGene
912	SelGene
913	SelGene
909	SelGene
7535	SelGene
2207	SelGene
117157	SelGene
5551	SelGene
3002	SelGene
2215	SelGene
135250	SelGene
79465	SelGene
2214	SelGene
9437	SelGene
10870	SelGene
9436	SelGene
919	SelGene
154064	SelGene
3937	SelGene
22914	SelGene
3932	SelGene
3823	SelGene
3824	SelGene
3821	SelGene
3822	SelGene
353091	SelGene
6452	SelGene
3810	SelGene
3811	SelGene
3812	SelGene
7305	SelGene
57292	SelGene
3802	SelGene
3809	SelGene
962	SelGene
3808	SelGene
27040	SelGene
3805	SelGene
80329	SelGene
3806	SelGene
80328	SelGene
3803	SelGene
3804	SelGene
6850	SelGene
4277	SelGene
100507436	SelGene
259197	SelGene
51744	SelGene
4068	SelGene
10892	SelGene
4794	SelGene
84433	SelGene
9402	SelGene
7006	SelGene
1739	SelGene
8915	SelGene
3635	SelGene
27071	SelGene
971	SelGene
973	SelGene
975	SelGene
974	SelGene
2213	SelGene
8519	SelGene
695	SelGene
29760	SelGene
118788	SelGene
11025	SelGene
2206	SelGene
2205	SelGene
9846	SelGene
273	SelGene
10093	SelGene
10092	SelGene
10095	SelGene
10094	SelGene
85477	SelGene
2212	SelGene
81873	SelGene
9103	SelGene
4651	SelGene
4082	SelGene
255189	SelGene
10109	SelGene
65108	SelGene
2934	SelGene
8613	SelGene
283748	SelGene
8611	SelGene
8612	SelGene
10552	SelGene
7294	SelGene
6494	SelGene
4313	SelGene
4689	SelGene
4318	SelGene
4688	SelGene
7070	SelGene
10411	SelGene
7430	SelGene
399	SelGene
27035	SelGene
83593	SelGene
4478	SelGene
50508	SelGene
11069	SelGene
1535	SelGene
1536	SelGene
5284	SelGene
57379	SelGene
5502	SelGene
10818	SelGene
25970	SelGene
27018	SelGene
10019	SelGene
8660	SelGene
6272	SelGene
10603	SelGene
396	SelGene
397	SelGene
9500	SelGene
57498	SelGene
11108	SelGene
3667	SelGene
10782	SelGene
8471	SelGene
4916	SelGene
1392	SelGene
10842	SelGene
2775	SelGene
2781	SelGene
55845	SelGene
55740	SelGene
85464	SelGene
8874	SelGene
89846	SelGene
5216	SelGene
5217	SelGene
128239	SelGene
79837	SelGene
50649	SelGene
2245	SelGene
345456	SelGene
5305	SelGene
9087	SelGene
10788	SelGene
10787	SelGene
10152	SelGene
9459	SelGene
3681	SelGene
3682	SelGene
6548	SelGene
81624	SelGene
3687	SelGene
375189	SelGene
23191	SelGene
5962	SelGene
26999	SelGene
7114	SelGene
54961	SelGene
3645	SelGene
54434	SelGene
3071	SelGene
1730	SelGene
2645	SelGene
10891	SelGene
51422	SelGene
2203	SelGene
3099	SelGene
3098	SelGene
23265	SelGene
5834	SelGene
5837	SelGene
32	SelGene
51763	SelGene
5836	SelGene
31	SelGene
2319	SelGene
5565	SelGene
5564	SelGene
2308	SelGene
57818	SelGene
10211	SelGene
23433	SelGene
5571	SelGene
6517	SelGene
2194	SelGene
2997	SelGene
2998	SelGene
3101	SelGene
53632	SelGene
5507	SelGene
5506	SelGene
5509	SelGene
8789	SelGene
3991	SelGene
9322	SelGene
79660	SelGene
2538	SelGene
6720	SelGene
2797	SelGene
2796	SelGene
4323	SelGene
7299	SelGene
90993	SelGene
10488	SelGene
5443	SelGene
1385	SelGene
1906	SelGene
84699	SelGene
1638	SelGene
148327	SelGene
434	SelGene
7306	SelGene
64764	SelGene
4286	SelGene
4852	SelGene
6513	SelGene
79602	SelGene
51094	SelGene
181	SelGene
84254	SelGene
10645	SelGene
389692	SelGene
6514	SelGene
3651	SelGene
6833	SelGene
3767	SelGene
3382	SelGene
5799	SelGene
5798	SelGene
2571	SelGene
1363	SelGene
2572	SelGene
4306	SelGene
53828	SelGene
486	SelGene
6340	SelGene
6338	SelGene
6337	SelGene
482	SelGene
3758	SelGene
483	SelGene
480	SelGene
481	SelGene
3291	SelGene
3290	SelGene
9351	SelGene
476	SelGene
478	SelGene
477	SelGene
6446	SelGene
23439	SelGene
29796	SelGene
8883	SelGene
4698	SelGene
4697	SelGene
9451	SelGene
374291	SelGene
4519	SelGene
25825	SelGene
539	SelGene
4513	SelGene
4512	SelGene
341947	SelGene
4514	SelGene
1329	SelGene
4035	SelGene
1327	SelGene
348	SelGene
4508	SelGene
4509	SelGene
10476	SelGene
4695	SelGene
4696	SelGene
4694	SelGene
3028	SelGene
27089	SelGene
513	SelGene
2597	SelGene
22926	SelGene
9167	SelGene
3416	SelGene
518	SelGene
517	SelGene
102	SelGene
516	SelGene
515	SelGene
514	SelGene
9377	SelGene
8851	SelGene
2081	SelGene
440567	SelGene
498	SelGene
23621	SelGene
322	SelGene
522	SelGene
6389	SelGene
56901	SelGene
1351	SelGene
1350	SelGene
6392	SelGene
6390	SelGene
6391	SelGene
1349	SelGene
1346	SelGene
1347	SelGene
1345	SelGene
506	SelGene
1340	SelGene
509	SelGene
170712	SelGene
7381	SelGene
1339	SelGene
1337	SelGene
7388	SelGene
7386	SelGene
7385	SelGene
7384	SelGene
4709	SelGene
4707	SelGene
4708	SelGene
4705	SelGene
4706	SelGene
4704	SelGene
4701	SelGene
4702	SelGene
10975	SelGene
4700	SelGene
4731	SelGene
125965	SelGene
84701	SelGene
6622	SelGene
4716	SelGene
4728	SelGene
4717	SelGene
4718	SelGene
4719	SelGene
4729	SelGene
4712	SelGene
4724	SelGene
4713	SelGene
4723	SelGene
4714	SelGene
4726	SelGene
4715	SelGene
4725	SelGene
4720	SelGene
4710	SelGene
4722	SelGene
351	SelGene
4711	SelGene
1537	SelGene
57679	SelGene
9973	SelGene
84134	SelGene
4741	SelGene
6506	SelGene
4744	SelGene
4747	SelGene
5961	SelGene
5630	SelGene
79139	SelGene
10452	SelGene
4899	SelGene
10540	SelGene
7802	SelGene
3092	SelGene
51164	SelGene
27019	SelGene
25981	SelGene
146754	SelGene
23186	SelGene
7052	SelGene
1639	SelGene
83544	SelGene
10126	SelGene
64446	SelGene
55081	SelGene
7019	SelGene
9001	SelGene
5978	SelGene
9586	SelGene
25942	SelGene
1742	SelGene
55567	SelGene
3064	SelGene
1958	SelGene
10963	SelGene
3309	SelGene
5621	SelGene
9550	SelGene
535	SelGene
534	SelGene
533	SelGene
127124	SelGene
537	SelGene
9296	SelGene
50617	SelGene
23545	SelGene
9114	SelGene
155066	SelGene
51606	SelGene
90423	SelGene
5803	SelGene
245972	SelGene
8992	SelGene
245973	SelGene
10312	SelGene
51382	SelGene
523	SelGene
529	SelGene
526	SelGene
525	SelGene
528	SelGene
527	SelGene
3875	SelGene
4691	SelGene
9181	SelGene
10342	SelGene
332	SelGene
3728	SelGene
405	SelGene
7175	SelGene
7170	SelGene
8030	SelGene
8031	SelGene
7188	SelGene
7185	SelGene
5899	SelGene
5898	SelGene
613	SelGene
7849	SelGene
5915	SelGene
5914	SelGene
861	SelGene
862	SelGene
5900	SelGene
4824	SelGene
6688	SelGene
9915	SelGene
112398	SelGene
1613	SelGene
112399	SelGene
1612	SelGene
26060	SelGene
2271	SelGene
9618	SelGene
10928	SelGene
7704	SelGene
1050	SelGene
11186	SelGene
23604	SelGene
2034	SelGene
54583	SelGene
354	SelGene
1163	SelGene
201163	SelGene
6716	SelGene
11040	SelGene
8288	SelGene
5553	SelGene
6037	SelGene
7038	SelGene
5994	SelGene
6891	SelGene
5993	SelGene
6890	SelGene
5897	SelGene
5896	SelGene
8625	SelGene
3543	SelGene
4261	SelGene
7431	SelGene
1829	SelGene
5317	SelGene
118	SelGene
63967	SelGene
1832	SelGene
22985	SelGene
660	SelGene
8428	SelGene
4001	SelGene
51765	SelGene
1830	SelGene
1828	SelGene
28988	SelGene
2620	SelGene
4000	SelGene
2339	SelGene
5339	SelGene
6304	SelGene
10134	SelGene
55388	SelGene
51053	SelGene
84515	SelGene
81620	SelGene
11284	SelGene
26277	SelGene
65057	SelGene
94239	SelGene
54936	SelGene
8970	SelGene
25913	SelGene
7014	SelGene
255626	SelGene
7013	SelGene
3017	SelGene
8365	SelGene
3015	SelGene
54386	SelGene
8290	SelGene
8334	SelGene
8347	SelGene
8338	SelGene
8349	SelGene
8340	SelGene
3014	SelGene
3013	SelGene
128312	SelGene
8364	SelGene
8363	SelGene
121504	SelGene
85236	SelGene
8337	SelGene
8505	SelGene
8341	SelGene
54145	SelGene
55766	SelGene
554313	SelGene
8370	SelGene
723790	SelGene
8362	SelGene
8342	SelGene
8339	SelGene
474382	SelGene
8344	SelGene
8361	SelGene
8348	SelGene
8368	SelGene
8345	SelGene
8294	SelGene
8331	SelGene
3018	SelGene
8367	SelGene
3012	SelGene
8360	SelGene
8343	SelGene
8335	SelGene
8346	SelGene
8359	SelGene
8366	SelGene
1080	SelGene
23028	SelGene
115703	SelGene
9912	SelGene
5048	SelGene
23279	SelGene
51306	SelGene
57514	SelGene
55166	SelGene
55789	SelGene
7204	SelGene
54908	SelGene
395	SelGene
57120	SelGene
7984	SelGene
2665	SelGene
5586	SelGene
54763	SelGene
4649	SelGene
3796	SelGene
55746	SelGene
79658	SelGene
9886	SelGene
54820	SelGene
23332	SelGene
55160	SelGene
79023	SelGene
55843	SelGene
1781	SelGene
4983	SelGene
10403	SelGene
7514	SelGene
81929	SelGene
9183	SelGene
79822	SelGene
8655	SelGene
51291	SelGene
393	SelGene
10726	SelGene
64857	SelGene
84144	SelGene
4650	SelGene
79019	SelGene
5905	SelGene
22919	SelGene
4168	SelGene
2491	SelGene
80152	SelGene
171177	SelGene
9639	SelGene
64130	SelGene
23370	SelGene
147700	SelGene
85360	SelGene
1124	SelGene
23081	SelGene
57584	SelGene
9828	SelGene
4928	SelGene
57122	SelGene
1894	SelGene
26084	SelGene
6242	SelGene
10096	SelGene
1058	SelGene
7456	SelGene
58480	SelGene
25936	SelGene
1063	SelGene
9928	SelGene
348995	SelGene
91687	SelGene
81930	SelGene
91614	SelGene
4952	SelGene
644150	SelGene
11130	SelGene
11113	SelGene
5585	SelGene
64105	SelGene
64333	SelGene
80776	SelGene
343578	SelGene
79902	SelGene
3831	SelGene
23263	SelGene
3895	SelGene
57381	SelGene
55288	SelGene
1123	SelGene
58504	SelGene
9754	SelGene
27237	SelGene
6249	SelGene
23229	SelGene
85415	SelGene
3021	SelGene
90627	SelGene
4221	SelGene
55143	SelGene
9743	SelGene
1783	SelGene
10006	SelGene
84904	SelGene
89953	SelGene
57569	SelGene
57082	SelGene
9411	SelGene
10097	SelGene
79172	SelGene
83478	SelGene
10144	SelGene
1062	SelGene
121512	SelGene
54509	SelGene
10499	SelGene
55114	SelGene
89941	SelGene
84643	SelGene
128272	SelGene
23421	SelGene
11004	SelGene
83540	SelGene
6279	SelGene
388	SelGene
51143	SelGene
1060	SelGene
23092	SelGene
221472	SelGene
93663	SelGene
158763	SelGene
80728	SelGene
3619	SelGene
79980	SelGene
79682	SelGene
57405	SelGene
64946	SelGene
5903	SelGene
25909	SelGene
84033	SelGene
220134	SelGene
389	SelGene
3798	SelGene
6396	SelGene
114793	SelGene
114822	SelGene
1780	SelGene
201176	SelGene
29	SelGene
8997	SelGene
29941	SelGene
11243	SelGene
91010	SelGene
29127	SelGene
147841	SelGene
3020	SelGene
9938	SelGene
6280	SelGene
151246	SelGene
23122	SelGene
50650	SelGene
117289	SelGene
10395	SelGene
94134	SelGene
55701	SelGene
143872	SelGene
55839	SelGene
81565	SelGene
3817	SelGene
79003	SelGene
3799	SelGene
11214	SelGene
147179	SelGene
57449	SelGene
286205	SelGene
10276	SelGene
55055	SelGene
64837	SelGene
9793	SelGene
392	SelGene
378708	SelGene
391	SelGene
6232	SelGene
9212	SelGene
55920	SelGene
23526	SelGene
348235	SelGene
389337	SelGene
653604	SelGene
9735	SelGene
752	SelGene
257106	SelGene
4771	SelGene
54821	SelGene
401541	SelGene
10811	SelGene
51466	SelGene
124056	SelGene
57591	SelGene
1778	SelGene
8356	SelGene
8351	SelGene
9824	SelGene
22899	SelGene
9055	SelGene
126961	SelGene
333932	SelGene
2664	SelGene
3633	SelGene
6453	SelGene
445328	SelGene
84986	SelGene
51517	SelGene
30851	SelGene
100271715	SelGene
54848	SelGene
23779	SelGene
398	SelGene
80086	SelGene
140735	SelGene
8355	SelGene
8353	SelGene
8354	SelGene
8350	SelGene
57636	SelGene
8968	SelGene
8357	SelGene
23072	SelGene
5689	SelGene
5704	SelGene
440193	SelGene
864	SelGene
5685	SelGene
7089	SelGene
23198	SelGene
55737	SelGene
57690	SelGene
5705	SelGene
27327	SelGene
5720	SelGene
26523	SelGene
5711	SelGene
5714	SelGene
25776	SelGene
23112	SelGene
5706	SelGene
5684	SelGene
5700	SelGene
5693	SelGene
5687	SelGene
5721	SelGene
5688	SelGene
343637	SelGene
5716	SelGene
5713	SelGene
166	SelGene
5683	SelGene
7091	SelGene
80351	SelGene
5709	SelGene
54894	SelGene
5717	SelGene
55553	SelGene
5715	SelGene
51699	SelGene
8724	SelGene
10213	SelGene
9736	SelGene
607	SelGene
79971	SelGene
59349	SelGene
5929	SelGene
50999	SelGene
81847	SelGene
9559	SelGene
27161	SelGene
6659	SelGene
6662	SelGene
9491	SelGene
5690	SelGene
192669	SelGene
6597	SelGene
5682	SelGene
9070	SelGene
10197	SelGene
79412	SelGene
59352	SelGene
2780	SelGene
79577	SelGene
6658	SelGene
192670	SelGene
5695	SelGene
8549	SelGene
7090	SelGene
5694	SelGene
5686	SelGene
9580	SelGene
6233	SelGene
84870	SelGene
340419	SelGene
143471	SelGene
4343	SelGene
5710	SelGene
5692	SelGene
5701	SelGene
90780	SelGene
9861	SelGene
6259	SelGene
7015	SelGene
51339	SelGene
5702	SelGene
123169	SelGene
8085	SelGene
50964	SelGene
4920	SelGene
284654	SelGene
7314	SelGene
26108	SelGene
83595	SelGene
10524	SelGene
8658	SelGene
5707	SelGene
5708	SelGene
23513	SelGene
6657	SelGene
84133	SelGene
83999	SelGene
139285	SelGene
6736	SelGene
4919	SelGene
5719	SelGene
283149	SelGene
8295	SelGene
6925	SelGene
7088	SelGene
5718	SelGene
5696	SelGene
55366	SelGene
5699	SelGene
7311	SelGene
122706	SelGene
5698	SelGene
5691	SelGene
10076	SelGene
2887	SelGene
2886	SelGene
10750	SelGene
9306	SelGene
2657	SelGene
55997	SelGene
5046	SelGene
5045	SelGene
8928	SelGene
10589	SelGene
199699	SelGene
6997	SelGene
9902	SelGene
9341	SelGene
29927	SelGene
55176	SelGene
8773	SelGene
6810	SelGene
10952	SelGene
50489	SelGene
8673	SelGene
23480	SelGene
1514	SelGene
1515	SelGene
1520	SelGene
567	SelGene
2923	SelGene
811	SelGene
2210	SelGene
6892	SelGene
4360	SelGene
9554	SelGene
6697	SelGene
2643	SelGene
2644	SelGene
5805	SelGene
1719	SelGene
23224	SelGene
23626	SelGene
4438	SelGene
8468	SelGene
11144	SelGene
25777	SelGene
11083	SelGene
5932	SelGene
84057	SelGene
23345	SelGene
29893	SelGene
56154	SelGene
50511	SelGene
56158	SelGene
256126	SelGene
56979	SelGene
23353	SelGene
93426	SelGene
10388	SelGene
6847	SelGene
4439	SelGene
644186	SelGene
4605	SelGene
7153	SelGene
1859	SelGene
5928	SelGene
286826	SelGene
132660	SelGene
91750	SelGene
55957	SelGene
57823	SelGene
1308	SelGene
29121	SelGene
29992	SelGene
4345	SelGene
54209	SelGene
10859	SelGene
11024	SelGene
27181	SelGene
3386	SelGene
7087	SelGene
946	SelGene
8778	SelGene
10990	SelGene
56654	SelGene
56253	SelGene
9976	SelGene
3820	SelGene
79865	SelGene
11126	SelGene
29990	SelGene
54210	SelGene
27180	SelGene
10288	SelGene
6441	SelGene
10219	SelGene
196500	SelGene
89790	SelGene
51348	SelGene
10225	SelGene
1525	SelGene
81035	SelGene
120425	SelGene
114132	SelGene
146894	SelGene
340205	SelGene
114836	SelGene
131450	SelGene
3903	SelGene
3904	SelGene
10871	SelGene
11314	SelGene
27036	SelGene
126014	SelGene
124599	SelGene
339390	SelGene
146722	SelGene
342510	SelGene
11006	SelGene
353514	SelGene
285852	SelGene
374383	SelGene
100131439	SelGene
23547	SelGene
11027	SelGene
79168	SelGene
89858	SelGene
65220	SelGene
54884	SelGene
6515	SelGene
2817	SelGene
10797	SelGene
80347	SelGene
51109	SelGene
55034	SelGene
113235	SelGene
2239	SelGene
27231	SelGene
56922	SelGene
338	SelGene
57017	SelGene
9962	SelGene
1727	SelGene
4522	SelGene
113278	SelGene
54	SelGene
4363	SelGene
23475	SelGene
10135	SelGene
54981	SelGene
8029	SelGene
55163	SelGene
337	SelGene
84274	SelGene
8876	SelGene
8875	SelGene
5096	SelGene
5948	SelGene
5947	SelGene
4548	SelGene
10560	SelGene
7276	SelGene
51004	SelGene
79646	SelGene
25902	SelGene
51248	SelGene
29914	SelGene
9227	SelGene
8034	SelGene
27304	SelGene
4552	SelGene
4337	SelGene
60386	SelGene
80025	SelGene
79717	SelGene
64087	SelGene
51805	SelGene
55065	SelGene
25974	SelGene
2694	SelGene
6947	SelGene
55312	SelGene
53630	SelGene
80704	SelGene
160428	SelGene
10588	SelGene
2356	SelGene
5168	SelGene
1208	SelGene
7274	SelGene
56965	SelGene
8884	SelGene
5950	SelGene
316	SelGene
83666	SelGene
54956	SelGene
60490	SelGene
326625	SelGene
3339	SelGene
10840	SelGene
4594	SelGene
2719	SelGene
29967	SelGene
93100	SelGene
23590	SelGene
60496	SelGene
166785	SelGene
79668	SelGene
133686	SelGene
53354	SelGene
23057	SelGene
7804	SelGene
55229	SelGene
3141	SelGene
8566	SelGene
80308	SelGene
11330	SelGene
128240	SelGene
441024	SelGene
151056	SelGene
349565	SelGene
4338	SelGene
57107	SelGene
81034	SelGene
2350	SelGene
81693	SelGene
1528	SelGene
4837	SelGene
10229	SelGene
79001	SelGene
51293	SelGene
55788	SelGene
27249	SelGene
1504	SelGene
440387	SelGene
686	SelGene
9963	SelGene
10243	SelGene
55191	SelGene
9390	SelGene
27235	SelGene
54625	SelGene
5091	SelGene
64802	SelGene
6573	SelGene
5095	SelGene
5406	SelGene
6470	SelGene
4524	SelGene
84875	SelGene
200895	SelGene
2262	SelGene
6472	SelGene
10082	SelGene
55328	SelGene
6948	SelGene
79581	SelGene
1645	SelGene
375790	SelGene
27010	SelGene
154807	SelGene
26020	SelGene
83875	SelGene
57016	SelGene
1109	SelGene
55937	SelGene
221914	SelGene
55739	SelGene
344	SelGene
9054	SelGene
160728	SelGene
79178	SelGene
338328	SelGene
2099	SelGene
11033	SelGene
6678	SelGene
10608	SelGene
2670	SelGene
1447	SelGene
10413	SelGene
83464	SelGene
9611	SelGene
6285	SelGene
51741	SelGene
4145	SelGene
26469	SelGene
5753	SelGene
5782	SelGene
51072	SelGene
255324	SelGene
25937	SelGene
23286	SelGene
51421	SelGene
55233	SelGene
154796	SelGene
9113	SelGene
261734	SelGene
26524	SelGene
60485	SelGene
92597	SelGene
57534	SelGene
9148	SelGene
8788	SelGene
92737	SelGene
142678	SelGene
54492	SelGene
10046	SelGene
10460	SelGene
23493	SelGene
23462	SelGene
2280	SelGene
5966	SelGene
5478	SelGene
4192	SelGene
640	SelGene
80228	SelGene
6786	SelGene
10768	SelGene
84876	SelGene
64386	SelGene
4593	SelGene
7077	SelGene
4238	SelGene
7092	SelGene
1298	SelGene
2006	SelGene
91522	SelGene
8974	SelGene
827	SelGene
2192	SelGene
634	SelGene
1310	SelGene
5351	SelGene
1307	SelGene
4680	SelGene
9509	SelGene
22795	SelGene
8425	SelGene
55214	SelGene
825	SelGene
1299	SelGene
7093	SelGene
4320	SelGene
57642	SelGene
7076	SelGene
4324	SelGene
6650	SelGene
5802	SelGene
5118	SelGene
8985	SelGene
54829	SelGene
9644	SelGene
10536	SelGene
1303	SelGene
1297	SelGene
4015	SelGene
1294	SelGene
84695	SelGene
2202	SelGene
4811	SelGene
4237	SelGene
64175	SelGene
1509	SelGene
4317	SelGene
4053	SelGene
2331	SelGene
5033	SelGene
4327	SelGene
1300	SelGene
8785	SelGene
1088	SelGene
81578	SelGene
10893	SelGene
826	SelGene
4016	SelGene
1463	SelGene
79709	SelGene
7837	SelGene
23473	SelGene
4148	SelGene
84034	SelGene
63827	SelGene
4017	SelGene
4038	SelGene
11095	SelGene
8728	SelGene
10753	SelGene
11131	SelGene
9313	SelGene
4322	SelGene
11117	SelGene
84171	SelGene
140766	SelGene
2201	SelGene
4060	SelGene
10516	SelGene
4236	SelGene
170692	SelGene
11132	SelGene
84467	SelGene
8751	SelGene
1295	SelGene
170690	SelGene
1404	SelGene
222663	SelGene
8038	SelGene
871	SelGene
726	SelGene
283208	SelGene
4314	SelGene
101	SelGene
667	SelGene
1834	SelGene
1758	SelGene
5352	SelGene
831	SelGene
9510	SelGene
11096	SelGene
4325	SelGene
9508	SelGene
176	SelGene
9507	SelGene
80274	SelGene
136227	SelGene
4146	SelGene
4921	SelGene
92291	SelGene
27302	SelGene
2199	SelGene
56999	SelGene
26577	SelGene
1508	SelGene
5654	SelGene
2200	SelGene
4239	SelGene
4319	SelGene
5479	SelGene
4054	SelGene
649	SelGene
8754	SelGene
1285	SelGene
5650	SelGene
169044	SelGene
10491	SelGene
255631	SelGene
1296	SelGene
7177	SelGene
682	SelGene
30008	SelGene
256076	SelGene
1605	SelGene
85007	SelGene
977	SelGene
147968	SelGene
633	SelGene
80781	SelGene
90187	SelGene
5034	SelGene
164656	SelGene
7373	SelGene
1287	SelGene
84570	SelGene
26254	SelGene
50859	SelGene
51399	SelGene
85301	SelGene
961	SelGene
1305	SelGene
1991	SelGene
8076	SelGene
4326	SelGene
23127	SelGene
1756	SelGene
388743	SelGene
1306	SelGene
780	SelGene
440854	SelGene
340267	SelGene
84290	SelGene
4321	SelGene
9734	SelGene
51564	SelGene
9759	SelGene
10013	SelGene
83933	SelGene
10014	SelGene
892	SelGene
1024	SelGene
55869	SelGene
79885	SelGene
26508	SelGene
8841	SelGene
23129	SelGene
4904	SelGene
9787	SelGene
5087	SelGene
10320	SelGene
57761	SelGene
9365	SelGene
152831	SelGene
117145	SelGene
972	SelGene
11136	SelGene
8832	SelGene
51206	SelGene
55423	SelGene
285	SelGene
23428	SelGene
9463	SelGene
23539	SelGene
10544	SelGene
51378	SelGene
83692	SelGene
9057	SelGene
8140	SelGene
1048	SelGene
2888	SelGene
4072	SelGene
7010	SelGene
440533	SelGene
29802	SelGene
56301	SelGene
3512	SelGene
2995	SelGene
9123	SelGene
9046	SelGene
23657	SelGene
10461	SelGene
284	SelGene
6566	SelGene
9056	SelGene
7102	SelGene
83953	SelGene
6520	SelGene
7441	SelGene
5675	SelGene
1084	SelGene
2621	SelGene
5678	SelGene
140885	SelGene
57126	SelGene
5673	SelGene
5671	SelGene
5676	SelGene
5669	SelGene
4282	SelGene
5670	SelGene
5680	SelGene
5672	SelGene
2994	SelGene
6016	SelGene
6014	SelGene
11171	SelGene
23645	SelGene
25805	SelGene
9110	SelGene
51377	SelGene
56937	SelGene
9958	SelGene
11052	SelGene
26127	SelGene
22916	SelGene
11064	SelGene
7750	SelGene
8805	SelGene
9208	SelGene
4686	SelGene
11160	SelGene
9530	SelGene
399687	SelGene
11116	SelGene
1523	SelGene
4738	SelGene
2520	SelGene
3837	SelGene
3836	SelGene
3007	SelGene
3024	SelGene
3148	SelGene
3008	SelGene
3009	SelGene
3006	SelGene
3005	SelGene
23405	SelGene
29102	SelGene
57510	SelGene
54487	SelGene
5901	SelGene
6895	SelGene
8575	SelGene
144233	SelGene
4205	SelGene
51231	SelGene
466	SelGene
23035	SelGene
23239	SelGene
9173	SelGene
6801	SelGene
8870	SelGene
2100	SelGene
50852	SelGene
5774	SelGene
58513	SelGene
5796	SelGene
10181	SelGene
6936	SelGene
5725	SelGene
9716	SelGene
84321	SelGene
9877	SelGene
55706	SelGene
55749	SelGene
9410	SelGene
11338	SelGene
1994	SelGene
27238	SelGene
29894	SelGene
56949	SelGene
6626	SelGene
9984	SelGene
10450	SelGene
51729	SelGene
